#time   energy normalisedChange momentum normalisedChange
# 0 5.01921e+09 5.01921e+09 (-203.617 -194.153 0) (-118.136 -112.672 -0.57735)
0 5.01921e+09 0 (-203.617 -194.153 0) (0 0 0)
250 5.01921e+09 -1.65057e-07 (-216.774 -203.142 0) (-0.0467642 -0.031949 0)
500 5.01921e+09 -2.40709e-07 (-222.421 -205.451 0) (-0.066835 -0.0401557 0)
750 5.01921e+09 -2.34178e-07 (-223.598 -201.408 0) (-0.0710183 -0.0257846 0)
1000 5.01921e+09 -2.04408e-07 (-226.734 -195.888 0) (-0.0821657 -0.00616712 0)
1250 5.01921e+09 -1.65726e-07 (-230.846 -189.334 0) (-0.0967809 0.0171307 0)
1500 5.01921e+09 -1.24131e-07 (-235.934 -182.233 0) (-0.114866 0.0423678 0)
1750 5.01921e+09 -8.47963e-08 (-242.112 -174.993 0) (-0.136823 0.0681039 0)
2000 5.01921e+09 -4.55087e-08 (-249.06 -167.668 0) (-0.161519 0.0941393 0)
2250 5.01921e+09 -4.73164e-09 (-256.149 -160.57 0) (-0.186716 0.119367 0)
2500 5.01921e+09 3.38909e-08 (-262.705 -154.116 0) (-0.210019 0.142305 0)
2750 5.01921e+09 7.1188e-08 (-268.232 -148.474 0) (-0.229663 0.16236 0)
3000 5.01921e+09 1.00833e-07 (-272.572 -143.711 0) (-0.245087 0.179289 0)
3250 5.01921e+09 1.30846e-07 (-276.206 -139.515 0) (-0.258004 0.194205 0)
3500 5.01921e+09 1.56975e-07 (-279.254 -135.816 0) (-0.26884 0.207349 0)
3750 5.01921e+09 1.78218e-07 (-281.765 -132.428 0) (-0.277765 0.219392 0)
4000 5.01921e+09 1.97549e-07 (-284.041 -129.197 0) (-0.285853 0.230876 0)
4250 5.01921e+09 2.15961e-07 (-286.424 -126.078 0) (-0.294322 0.241963 0)
4500 5.01921e+09 2.30464e-07 (-288.768 -123.198 0) (-0.302656 0.2522 0)
4750 5.01921e+09 2.39655e-07 (-290.855 -120.856 0) (-0.310073 0.260525 0)
5000 5.01921e+09 2.50026e-07 (-292.86 -119.04 0) (-0.317199 0.266977 0)
5250 5.01921e+09 2.5865e-07 (-294.454 -117.887 0) (-0.322864 0.271076 0)
5500 5.01921e+09 2.61271e-07 (-295.239 -117.595 0) (-0.325656 0.272116 0)
5750 5.01921e+09 2.60005e-07 (-295.332 -118.188 0) (-0.325987 0.270007 0)
6000 5.01921e+09 2.5531e-07 (-294.97 -119.62 0) (-0.3247 0.264917 0)
6250 5.01921e+09 2.46837e-07 (-294.212 -121.757 0) (-0.322005 0.257322 0)
