#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
1    1e+11    1e+11    2.14035e-12    -6.10352e-16    3.83548e-16    8.94944e-16    
2    9.99999e+10    1e+11    -5.7694e-07    1.52588e-16    -1.27849e-16    1.27849e-16    
3    9.99999e+10    1e+11    -7.00845e-07    -1.52588e-16    8.18235e-15    2.55698e-16    
4    9.99999e+10    1e+11    -1.11582e-06    -3.05176e-16    8.41248e-14    1.27849e-16    
5    9.99999e+10    1e+11    -1.28459e-06    1.06812e-15    2.85999e-13    5.11397e-16    
6    9.99999e+10    1e+11    -1.4739e-06    1.83105e-15    6.50625e-13    1.02279e-15    
7    9.99999e+10    1e+11    -1.44561e-06    -1.67847e-15    1.11344e-12    -1.27849e-16    
8    9.99999e+10    1e+11    -1.46967e-06    -1.37329e-15    9.43399e-13    1.02279e-15    
9    9.99999e+10    1e+11    -1.44985e-06    -1.06812e-15    -1.44917e-12    -7.67095e-16    
10    9.99999e+10    1e+11    -1.42513e-06    7.62939e-16    -1.03038e-11    3.83548e-16    
11    9.99999e+10    1e+11    -1.33913e-06    7.62939e-16    -3.33573e-11    3.83548e-16    
12    9.99999e+10    1e+11    -1.26025e-06    -1.67847e-15    -8.30346e-11    1.78989e-15    
13    9.99999e+10    1e+11    -1.12188e-06    6.10352e-16    -1.76649e-10    7.67095e-16    
14    9.99999e+10    1e+11    -8.98861e-07    -7.62939e-16    -3.23349e-10    -5.11397e-16    
15    9.99999e+10    1e+11    -6.86835e-07    1.52588e-16    -5.24928e-10    3.83548e-16    
16    1e+11    1e+11    -4.59313e-07    6.10352e-16    -7.81242e-10    -2.55698e-16    
17    1e+11    1e+11    -2.48653e-07    -6.10352e-16    -1.0512e-09    -7.67095e-16    
18    1e+11    1e+11    -9.24968e-08    4.57764e-16    -1.22386e-09    2.55698e-16    
19    1e+11    1e+11    4.45607e-08    -2.28882e-15    -1.17416e-09    6.39246e-16    
20    1e+11    1e+11    1.74599e-07    -1.67847e-15    -7.84488e-10    3.83548e-16    
21    1e+11    1e+11    2.98729e-07    2.13623e-15    1.82998e-10    -1.15064e-15    
22    1e+11    1e+11    4.56836e-07    -6.10352e-16    1.91869e-09    -1.27849e-16    
23    1e+11    1e+11    6.98218e-07    -4.57764e-16    4.73596e-09    7.67095e-16    
24    1e+11    1e+11    9.67786e-07    -1.83105e-15    8.97513e-09    3.83548e-16    
25    1e+11    1e+11    1.23263e-06    1.83105e-15    1.51559e-08    6.39246e-16    
26    1e+11    1e+11    1.53052e-06    -1.37329e-15    2.31143e-08    7.67095e-16    
27    1e+11    1e+11    1.87982e-06    1.83105e-15    3.29003e-08    1.40634e-15    
28    1e+11    1e+11    2.25848e-06    -7.62939e-16    4.49723e-08    -1.02279e-15    
29    1e+11    1e+11    2.6581e-06    6.10352e-16    5.94077e-08    -3.83548e-16    
30    1e+11    1e+11    3.10806e-06    -2.13623e-15    7.62467e-08    1.15064e-15    
31    1e+11    1e+11    3.57839e-06    1.83105e-15    9.3217e-08    1.40634e-15    
32    1e+11    1e+11    3.98614e-06    4.57764e-16    1.08433e-07    1.66204e-15    
33    1e+11    1e+11    4.35557e-06    4.57764e-16    1.20958e-07    1.66204e-15    
34    1e+11    1e+11    4.6841e-06    1.2207e-15    1.28032e-07    -8.94944e-16    
35    1.00001e+11    1e+11    5.04666e-06    1.52588e-16    1.2743e-07    1.02279e-15    
36    1.00001e+11    1e+11    5.40088e-06    -9.15527e-16    1.15745e-07    1.27849e-16    
37    1.00001e+11    1e+11    5.73794e-06    -2.13623e-15    8.81898e-08    7.67095e-16    
38    1.00001e+11    1e+11    5.98108e-06    -1.06812e-15    4.07269e-08    -1.78989e-15    
39    1.00001e+11    1e+11    6.1654e-06    -1.37329e-15    -2.96752e-08    0    
40    1.00001e+11    1e+11    6.37963e-06    9.15527e-16    -1.29088e-07    2.55698e-16    
41    1.00001e+11    1e+11    6.60314e-06    -2.13623e-15    -2.56324e-07    1.02279e-15    
42    1.00001e+11    1e+11    6.78443e-06    -2.28882e-15    -4.30879e-07    1.27849e-16    
43    1.00001e+11    1e+11    6.99216e-06    1.52588e-16    -6.45482e-07    -1.02279e-15    
44    1.00001e+11    1e+11    7.13672e-06    1.52588e-16    -9.07615e-07    -1.66204e-15    
45    1.00001e+11    1e+11    7.28129e-06    7.62939e-16    -1.20622e-06    0    
46    1.00001e+11    1e+11    7.50116e-06    1.52588e-16    -1.53268e-06    -2.55698e-16    
47    1.00001e+11    1e+11    7.73742e-06    -1.67847e-15    -1.91024e-06    -3.83548e-16    
48    1.00001e+11    1e+11    8.04159e-06    -2.44141e-15    -2.35075e-06    -6.39246e-16    
49    1.00001e+11    1e+11    8.40124e-06    -1.52588e-16    -2.84098e-06    0    
50    1.00001e+11    1e+11    8.8706e-06    2.13623e-15    -3.38195e-06    -1.27849e-16    
51    1.00001e+11    1e+11    9.28557e-06    -1.67847e-15    -3.87328e-06    -1.27849e-16    
52    1.00001e+11    1e+11    9.62081e-06    3.05176e-16    -4.34339e-06    -3.83548e-16    
53    1.00001e+11    1e+11    1.00092e-05    1.52588e-16    -4.76521e-06    6.39246e-16    
54    1.00001e+11    1e+11    1.04592e-05    -1.83105e-15    -5.12214e-06    3.83548e-16    
55    1.00001e+11    1e+11    1.09468e-05    -1.06812e-15    -5.35099e-06    -6.39246e-16    
56    1.00001e+11    1e+11    1.13383e-05    4.57764e-16    -5.40248e-06    -7.67095e-16    
57    1.00001e+11    1e+11    1.15953e-05    1.52588e-16    -5.15594e-06    1.15064e-15    
58    1.00001e+11    1e+11    1.18391e-05    -2.28882e-15    -4.54971e-06    7.67095e-16    
59    1.00001e+11    1e+11    1.20298e-05    -2.13623e-15    -3.60277e-06    1.66204e-15    
60    1.00001e+11    1e+11    1.21103e-05    -2.89917e-15    -2.20088e-06    6.39246e-16    
61    1.00001e+11    1e+11    1.21367e-05    -4.57764e-16    -1.39058e-07    1.15064e-15    
62    1.00001e+11    1e+11    1.21321e-05    1.52588e-16    2.65766e-06    -7.67095e-16    
63    1.00001e+11    1e+11    1.21531e-05    2.13623e-15    6.48622e-06    1.27849e-15    
64    1.00001e+11    1e+11    1.21376e-05    -2.28882e-15    1.1388e-05    0    
65    1.00001e+11    1e+11    1.21435e-05    -1.67847e-15    1.7565e-05    1.27849e-16    
66    1.00001e+11    1e+11    1.21326e-05    -4.57764e-16    2.52144e-05    1.27849e-16    
67    1.00001e+11    1e+11    1.21048e-05    -7.62939e-16    3.44832e-05    -1.15064e-15    
68    1.00001e+11    1e+11    1.21459e-05    2.13623e-15    4.55792e-05    7.67095e-16    
69    1.00001e+11    1e+11    1.22226e-05    -1.2207e-15    5.88121e-05    8.94944e-16    
70    1.00001e+11    1e+11    1.21961e-05    -7.62939e-16    7.43343e-05    3.83548e-16    
71    1.00001e+11    1e+11    1.21544e-05    -4.57764e-16    9.24755e-05    -2.30129e-15    
72    1.00001e+11    1e+11    1.21719e-05    1.37329e-15    0.000113274    1.15064e-15    
73    1.00001e+11    1e+11    1.21753e-05    -4.57764e-16    0.000137102    7.67095e-16    
74    1.00001e+11    1e+11    1.20847e-05    -1.52588e-15    0.000164274    -1.15064e-15    
75    1.00001e+11    1e+11    1.17382e-05    -2.74658e-15    0.000194561    -1.27849e-16    
76    1.00001e+11    1e+11    1.12774e-05    -1.52588e-15    0.00022817    2.55698e-16    
77    1.00001e+11    1e+11    1.08495e-05    0    0.000265024    8.94944e-16    
78    1.00001e+11    1e+11    1.03489e-05    0    0.000305323    -1.02279e-15    
79    1.00001e+11    1e+11    9.72715e-06    -7.62939e-16    0.000349123    5.11397e-16    
80    1.00001e+11    1e+11    8.96902e-06    -2.13623e-15    0.000396171    -3.83548e-16    
81    1.00001e+11    1e+11    8.01373e-06    -1.2207e-15    0.000446248    -6.39246e-16    
82    1.00001e+11    1e+11    6.82412e-06    -4.57764e-16    0.000499078    1.02279e-15    
83    1.00001e+11    1e+11    5.45085e-06    1.52588e-15    0.000554019    -7.67095e-16    
84    1e+11    1e+11    4.19378e-06    -9.15527e-16    0.000610952    5.11397e-16    
85    1e+11    1e+11    2.92003e-06    -1.52588e-16    0.000669247    -3.83548e-16    
86    1e+11    1e+11    1.6331e-06    7.62939e-16    0.000728536    2.04559e-15    
87    1e+11    1e+11    2.40694e-07    2.28882e-15    0.000788075    -2.04559e-15    
88    9.99999e+10    1e+11    -1.42167e-06    1.06812e-15    0.000845362    -8.94944e-16    
89    9.99997e+10    1e+11    -2.9962e-06    1.52588e-16    0.000900909    -1.27849e-16    
90    9.99995e+10    1e+11    -5.05875e-06    -2.59399e-15    0.000953568    0    
91    9.99993e+10    1e+11    -7.20964e-06    -1.52588e-16    0.00100385    5.11397e-16    
92    9.99991e+10    1e+11    -9.17024e-06    -2.59399e-15    0.00105165    1.27849e-16    
93    9.99989e+10    1e+11    -1.14466e-05    -4.57764e-16    0.00109263    1.27849e-15    
94    9.99986e+10    1e+11    -1.37252e-05    6.10352e-16    0.00112573    -1.02279e-15    
95    9.99984e+10    1e+11    -1.60838e-05    -3.05176e-16    0.00114859    7.67095e-16    
96    9.99982e+10    1e+11    -1.84273e-05    3.05176e-16    0.00116041    1.53419e-15    
97    9.99979e+10    1e+11    -2.06781e-05    -4.57764e-16    0.00116332    3.83548e-16    
98    9.99977e+10    1e+11    -2.32466e-05    -1.83105e-15    0.00115293    1.02279e-15    
99    9.99974e+10    1e+11    -2.56829e-05    1.2207e-15    0.00113124    1.02279e-15    
100    9.99972e+10    1e+11    -2.83217e-05    1.06812e-15    0.00109911    7.67095e-16    
101    9.99969e+10    1e+11    -3.11942e-05    3.05176e-16    0.00105306    -3.83548e-16    
102    9.99966e+10    1e+11    -3.41191e-05    -1.83105e-15    0.000989824    1.78989e-15    
103    9.99963e+10    1e+11    -3.68934e-05    -4.57764e-16    0.000908597    -8.94944e-16    
104    9.99961e+10    1e+11    -3.93342e-05    0    0.000808989    1.78989e-15    
105    9.99958e+10    1e+11    -4.18143e-05    -1.83105e-15    0.000690778    7.67095e-16    
106    9.99956e+10    1e+11    -4.42042e-05    -2.28882e-15    0.00055913    -1.27849e-16    
107    9.99954e+10    1e+11    -4.63046e-05    -1.83105e-15    0.000417061    -7.67095e-16    
108    9.99952e+10    1e+11    -4.77621e-05    -1.52588e-15    0.000263148    8.94944e-16    
109    9.99952e+10    1e+11    -4.81621e-05    -2.28882e-15    9.38334e-05    -5.11397e-16    
110    9.99952e+10    1e+11    -4.8086e-05    -7.62939e-16    -9.23921e-05    1.02279e-15    
111    9.99952e+10    1e+11    -4.79016e-05    -1.98364e-15    -0.000294809    2.55698e-16    
112    9.99953e+10    1e+11    -4.74442e-05    -9.15527e-16    -0.000504171    5.11397e-16    
113    9.99954e+10    1e+11    -4.6433e-05    -1.52588e-16    -0.000717835    8.94944e-16    
