#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.5    1e+11    1e+11    -5.29033e-09    4.57764e-16    6.38237e-16    1.65942e-15    
1    1e+11    1e+11    2.90133e-06    -1.06812e-15    1.27647e-16    -3.82942e-16    
1.5    9.99892e+10    1e+11    -0.000107914    1.2207e-15    -6.38237e-16    -3.82942e-16    
2    9.99948e+10    1e+11    -5.21628e-05    1.52588e-15    1.27647e-15    -5.1059e-16    
2.5    1e+11    1e+11    3.86924e-06    1.2207e-15    1.27647e-16    8.93532e-16    
3    9.99949e+10    1e+11    -5.14261e-05    4.11987e-15    -1.27647e-16    -8.93532e-16    
3.5    9.99893e+10    1e+11    -0.00010677    -1.37329e-15    1.27647e-15    2.17001e-15    
4    9.99839e+10    1e+11    -0.000161455    1.83105e-15    1.27647e-16    7.65885e-16    
4.5    9.9984e+10    1e+11    -0.000160387    -4.11987e-15    1.02118e-15    1.02118e-15    
5    9.99729e+10    1e+11    -0.000271264    0    -8.93532e-16    -8.93532e-16    
5.5    9.99952e+10    1e+11    -4.76334e-05    -1.52588e-16    2.29765e-15    2.93589e-15    
6    1.00001e+11    1e+11    8.38698e-06    6.10352e-16    -5.48884e-15    -6.38237e-16    
6.5    1.00006e+11    1e+11    6.49626e-05    1.52588e-15    -8.68003e-15    -2.55295e-16    
7    1.00001e+11    1e+11    1.03692e-05    -5.95093e-15    -1.72324e-14    1.27647e-16    
7.5    9.99844e+10    1e+11    -0.000156181    5.18799e-15    -3.20395e-14    -7.65885e-16    
8    9.99789e+10    1e+11    -0.000211112    -4.42505e-15    1.42837e-13    -1.02118e-15    
8.5    9.9979e+10    1e+11    -0.000210008    3.96729e-15    1.97598e-13    1.65942e-15    
9    9.99846e+10    1e+11    -0.000153861    -1.37329e-15    4.79954e-13    -5.1059e-16    
9.5    9.99902e+10    1e+11    -9.7818e-05    6.10352e-16    5.55777e-13    -1.40412e-15    
10    9.99903e+10    1e+11    -9.70488e-05    -1.67847e-15    -3.10056e-13    -1.78706e-15    
10.5    9.99848e+10    1e+11    -0.000151786    -3.05176e-15    -2.1118e-12    -1.53177e-15    
11    9.99794e+10    1e+11    -0.000206237    -4.11987e-15    -5.08037e-12    6.38237e-16    
11.5    9.9974e+10    1e+11    -0.000260446    -6.10352e-16    -9.17862e-12    1.91471e-15    
12    9.99796e+10    1e+11    -0.000203861    -6.40869e-15    -1.46549e-11    5.1059e-16    
12.5    9.99797e+10    1e+11    -0.000202784    7.62939e-16    -2.02496e-11    -7.65885e-16    
13    9.99798e+10    1e+11    -0.00020237    -1.67847e-15    -2.39225e-11    -1.78706e-15    
13.5    9.99798e+10    1e+11    -0.000201559    5.0354e-15    -2.57259e-11    -8.93532e-16    
14    9.998e+10    1e+11    -0.000200414    7.62939e-16    -2.12534e-11    7.65885e-16    
14.5    9.99689e+10    1e+11    -0.000310896    -6.56128e-15    -6.96764e-12    -6.38237e-16    
15    9.99747e+10    1e+11    -0.000252754    -3.50952e-15    2.20789e-11    3.19119e-15    
15.5    9.99693e+10    1e+11    -0.000306896    -1.06812e-15    6.35678e-11    1.27647e-16    
16    9.99695e+10    1e+11    -0.000305177    -9.15527e-16    1.17969e-10    4.21237e-15    
16.5    9.99696e+10    1e+11    -0.000303723    0    1.82174e-10    1.27647e-15    
