#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.25    1e+11    1e+11    2.79236e-13    2.79236e-13    -3.70083e-15    -3.70083e-15    
0.5    1e+11    1e+11    1.41689e-09    1.41689e-09    -2.16945e-15    -2.16945e-15    
0.75    1e+11    1e+11    1.88196e-09    1.88196e-09    -2.5523e-16    -2.5523e-16    
1    1e+11    1e+11    2.47906e-09    2.47906e-09    3.95606e-15    3.95606e-15    
1.25    1e+11    1e+11    3.18958e-09    3.18958e-09    7.65689e-16    7.65689e-16    
1.5    1e+11    1e+11    4.04843e-09    4.04843e-09    -7.65689e-16    -7.65689e-16    
1.75    1e+11    1e+11    4.82493e-09    4.82493e-09    -1.40376e-15    -1.40376e-15    
2    1e+11    1e+11    5.38205e-09    5.38205e-09    -1.53138e-15    -1.53138e-15    
2.25    1e+11    1e+11    6.21934e-09    6.21934e-09    1.14853e-15    1.14853e-15    
2.5    1e+11    1e+11    6.81547e-09    6.81547e-09    3.82844e-16    3.82844e-16    
2.75    1e+11    1e+11    6.72116e-09    6.72116e-09    -2.42468e-15    -2.42468e-15    
3    1e+11    1e+11    6.29993e-09    6.29993e-09    2.42468e-15    2.42468e-15    
3.25    1e+11    1e+11    5.65615e-09    5.65615e-09    -1.14853e-15    -1.14853e-15    
3.5    1e+11    1e+11    5.1935e-09    5.1935e-09    -1.14853e-15    -1.14853e-15    
3.75    1e+11    1e+11    4.50652e-09    4.50652e-09    -1.27615e-16    -1.27615e-16    
4    1e+11    1e+11    3.73131e-09    3.73131e-09    2.04184e-15    2.04184e-15    
4.25    1e+11    1e+11    3.30314e-09    3.30314e-09    -2.04184e-15    -2.04184e-15    
4.5    1e+11    1e+11    2.64242e-09    2.64242e-09    3.95606e-15    3.95606e-15    
4.75    1e+11    1e+11    1.68114e-09    1.68114e-09    -2.5523e-16    -2.5523e-16    
5    1e+11    1e+11    2.95994e-10    2.95994e-10    -1.02092e-15    -1.02092e-15    
5.25    1e+11    1e+11    -8.89042e-10    -8.89042e-10    -1.27615e-15    -1.27615e-15    
5.5    1e+11    1e+11    -1.93302e-09    -1.93302e-09    1.40376e-15    1.40376e-15    
5.75    1e+11    1e+11    -2.9387e-09    -2.9387e-09    -2.5523e-15    -2.5523e-15    
6    1e+11    1e+11    -4.11857e-09    -4.11857e-09    2.16945e-15    2.16945e-15    
6.25    1e+11    1e+11    -5.35654e-09    -5.35654e-09    2.93514e-15    2.93514e-15    
6.5    1e+11    1e+11    -6.65119e-09    -6.65119e-09    2.42468e-15    2.42468e-15    
6.75    1e+11    1e+11    -7.9615e-09    -7.9615e-09    -1.14853e-15    -1.14853e-15    
7    1e+11    1e+11    -9.59171e-09    -9.59171e-09    1.27615e-16    1.27615e-16    
7.25    1e+11    1e+11    -1.11157e-08    -1.11157e-08    0    0    
7.5    1e+11    1e+11    -1.26088e-08    -1.26088e-08    -1.53138e-15    -1.53138e-15    
7.75    1e+11    1e+11    -1.41546e-08    -1.41546e-08    1.02092e-15    1.02092e-15    
8    1e+11    1e+11    -1.59351e-08    -1.59351e-08    -1.27615e-15    -1.27615e-15    
8.25    1e+11    1e+11    -1.71831e-08    -1.71831e-08    -1.78661e-15    -1.78661e-15    
8.5    1e+11    1e+11    -1.82301e-08    -1.82301e-08    2.04184e-15    2.04184e-15    
