#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.25    1e+11    1e+11    0    0    -2.16936e-15    -2.16936e-15    
0.5    1e+11    1e+11    0    0    1.2761e-16    1.2761e-16    
0.75    1e+11    1e+11    0    0    -1.2761e-16    -1.2761e-16    
1    1e+11    1e+11    0    0    -2.55219e-16    -2.55219e-16    
1.25    1e+11    1e+11    0    0    -6.38048e-16    -6.38048e-16    
1.5    1e+11    1e+11    0    0    -2.6798e-15    -2.6798e-15    
1.75    1e+11    1e+11    0    0    -1.91414e-15    -1.91414e-15    
2    1e+11    1e+11    0    0    -1.02088e-15    -1.02088e-15    
2.25    1e+11    1e+11    0    0    -3.19024e-15    -3.19024e-15    
2.5    1e+11    1e+11    0    0    -1.91414e-15    -1.91414e-15    
2.75    1e+11    1e+11    0    0    1.2761e-16    1.2761e-16    
3    1e+11    1e+11    0    0    0    0    
3.25    1e+11    1e+11    0    0    -2.42458e-15    -2.42458e-15    
3.5    1e+11    1e+11    0    0    -2.55219e-15    -2.55219e-15    
3.75    1e+11    1e+11    0    0    -3.19024e-15    -3.19024e-15    
4    1e+11    1e+11    0    0    7.65657e-16    7.65657e-16    
4.25    1e+11    1e+11    0    0    -2.55219e-15    -2.55219e-15    
4.5    1e+11    1e+11    0    0    5.10438e-16    5.10438e-16    
4.75    1e+11    1e+11    0    0    -2.04175e-15    -2.04175e-15    
5    1e+11    1e+11    0    0    -4.97677e-15    -4.97677e-15    
5.25    1e+11    1e+11    0    0    -1.91414e-15    -1.91414e-15    
5.5    1e+11    1e+11    0    0    -1.2761e-15    -1.2761e-15    
5.75    1e+11    1e+11    0    0    0    0    
6    1e+11    1e+11    0    0    -1.2761e-16    -1.2761e-16    
6.25    1e+11    1e+11    0    0    7.65657e-16    7.65657e-16    
6.5    1e+11    1e+11    0    0    -8.93267e-16    -8.93267e-16    
6.75    1e+11    1e+11    0    0    -1.65892e-15    -1.65892e-15    
7    1e+11    1e+11    0    0    -6.38048e-16    -6.38048e-16    
7.25    1e+11    1e+11    0    0    -1.14849e-15    -1.14849e-15    
7.5    1e+11    1e+11    0    0    -1.53131e-15    -1.53131e-15    
7.75    1e+11    1e+11    0    0    -2.04175e-15    -2.04175e-15    
8    1e+11    1e+11    0    0    -5.10438e-16    -5.10438e-16    
8.25    1e+11    1e+11    0    0    -6.38048e-16    -6.38048e-16    
8.5    1e+11    1e+11    0    0    -1.2761e-15    -1.2761e-15    
8.75    1e+11    1e+11    0    0    -1.91414e-15    -1.91414e-15    
9    1e+11    1e+11    0    0    -1.53131e-15    -1.53131e-15    
9.25    1e+11    1e+11    0    0    1.14849e-15    1.14849e-15    
9.5    1e+11    1e+11    0    0    1.40371e-15    1.40371e-15    
9.75    1e+11    1e+11    0    0    -6.38048e-16    -6.38048e-16    
10    1e+11    1e+11    0    0    -3.57307e-15    -3.57307e-15    
10.25    1e+11    1e+11    0    0    -2.42458e-15    -2.42458e-15    
10.5    1e+11    1e+11    0    0    3.31785e-15    3.31785e-15    
10.75    1e+11    1e+11    0    0    -1.53131e-15    -1.53131e-15    
11    1e+11    1e+11    0    0    -1.02088e-15    -1.02088e-15    
11.25    1e+11    1e+11    0    0    3.82829e-16    3.82829e-16    
11.5    1e+11    1e+11    0    0    -2.29697e-15    -2.29697e-15    
