#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.5    1e+11    1e+11    2.66785e-12    7.62939e-16    2.55295e-15    1.65942e-15    
1    1e+11    1e+11    5.41139e-08    -4.42505e-15    1.91471e-15    1.91471e-15    
1.5    1e+11    1e+11    6.59724e-08    -5.18799e-15    1.40412e-15    1.27647e-15    
2    1e+11    1e+11    8.46857e-08    -3.20435e-15    2.29765e-15    1.40412e-15    
2.5    1e+11    1e+11    1.01699e-07    -2.74658e-15    1.40412e-15    2.04236e-15    
3    1e+11    1e+11    1.13858e-07    -1.83105e-15    -2.55295e-16    -2.55295e-16    
3.5    1e+11    1e+11    1.30553e-07    -1.67847e-15    2.17001e-15    1.91471e-15    
4    1e+11    1e+11    1.41889e-07    -3.35693e-15    -3.82942e-16    2.55295e-16    
4.5    1e+11    1e+11    1.43852e-07    -5.49316e-15    6.38237e-16    1.40412e-15    
5    1e+11    1e+11    1.48094e-07    -1.06812e-15    1.78706e-15    7.65885e-16    
5.5    1e+11    1e+11    1.5144e-07    -2.44141e-15    5.74413e-15    6.76531e-15    
6    1e+11    1e+11    1.52007e-07    -2.13623e-15    -1.14883e-15    -8.93532e-16    
6.5    1e+11    1e+11    1.55139e-07    -5.34058e-15    1.27647e-15    8.93532e-16    
7    1e+11    1e+11    1.64935e-07    -5.34058e-15    1.65942e-15    1.78706e-15    
7.5    1e+11    1e+11    1.83739e-07    -3.05176e-16    2.17001e-15    1.65942e-15    
8    1e+11    1e+11    1.99156e-07    -6.10352e-15    2.55295e-16    3.82942e-16    
8.5    1e+11    1e+11    2.11789e-07    -9.15527e-16    3.70178e-15    2.04236e-15    
9    1e+11    1e+11    2.2447e-07    -2.89917e-15    2.55295e-16    -5.1059e-16    
9.5    1e+11    1e+11    2.36597e-07    -4.57764e-15    1.27647e-15    2.55295e-15    
10    1e+11    1e+11    2.52008e-07    -5.79834e-15    -4.08472e-15    -5.1059e-16    
10.5    1e+11    1e+11    2.68621e-07    -9.00269e-15    -7.91414e-15    5.1059e-16    
11    1e+11    1e+11    2.85285e-07    -4.57764e-15    -1.49348e-14    2.4253e-15    
11.5    1e+11    1e+11    2.95827e-07    -7.78198e-15    -2.8593e-14    2.29765e-15    
12    1e+11    1e+11    3.06381e-07    -4.42505e-15    -5.04207e-14    5.1059e-16    
12.5    1e+11    1e+11    3.1134e-07    -2.13623e-15    -7.40355e-14    1.27647e-15    
13    1e+11    1e+11    3.14868e-07    -2.74658e-15    -1.02884e-13    2.17001e-15    
13.5    1e+11    1e+11    3.18009e-07    2.89917e-15    -1.36966e-13    7.65885e-16    
14    1e+11    1e+11    3.22331e-07    -3.96729e-15    -1.67601e-13    1.78706e-15    
14.5    1e+11    1e+11    3.27219e-07    -6.86646e-15    -1.91599e-13    1.14883e-15    
15    1e+11    1e+11    3.29046e-07    -3.20435e-15    -1.85216e-13    4.46766e-15    
15.5    1e+11    1e+11    3.22719e-07    -7.62939e-15    -1.25222e-13    1.40412e-15    
16    1e+11    1e+11    3.07626e-07    -2.44141e-15    4.03366e-14    5.74413e-15    
16.5    1e+11    1e+11    2.90874e-07    -3.20435e-15    3.12609e-13    1.53177e-15    
17    1e+11    1e+11    2.6778e-07    -5.49316e-15    7.54652e-13    3.19119e-15    
17.5    1e+11    1e+11    2.38916e-07    -1.2207e-15    1.40387e-12    -1.91471e-15    
18    1e+11    1e+11    2.15538e-07    -1.06812e-15    2.35727e-12    1.53177e-15    
18.5    1e+11    1e+11    1.9373e-07    -4.57764e-16    3.68008e-12    -5.1059e-16    
19    1e+11    1e+11    1.70449e-07    -1.52588e-16    5.39119e-12    3.70178e-15    
19.5    1e+11    1e+11    1.47676e-07    -6.71387e-15    7.47427e-12    1.91471e-15    
20    1e+11    1e+11    1.23711e-07    -5.95093e-15    9.86102e-12    1.27647e-16    
20.5    1e+11    1e+11    1.01117e-07    -1.83105e-15    1.24719e-11    -3.82942e-16    
21    1e+11    1e+11    7.85446e-08    -4.27246e-15    1.51298e-11    2.6806e-15    
21.5    1e+11    1e+11    5.83831e-08    -3.8147e-15    1.76086e-11    -1.27647e-16    
22    1e+11    1e+11    4.4117e-08    -3.05176e-15    1.96345e-11    3.06354e-15    
22.5    1e+11    1e+11    3.2182e-08    -2.13623e-15    2.06396e-11    2.93589e-15    
23    1e+11    1e+11    2.45994e-08    -2.13623e-15    2.00238e-11    3.31883e-15    
23.5    1e+11    1e+11    2.00519e-08    -6.2561e-15    1.7092e-11    1.78706e-15    
24    1e+11    1e+11    2.09254e-08    2.74658e-15    1.10766e-11    1.78706e-15    
24.5    1e+11    1e+11    2.5824e-08    -5.79834e-15    6.63256e-13    0    
25    1e+11    1e+11    3.56629e-08    2.28882e-15    -1.51258e-11    2.6806e-15    
25.5    1e+11    1e+11    5.04246e-08    -4.57764e-16    -3.74638e-11    1.53177e-15    
26    1e+11    1e+11    6.40027e-08    6.10352e-16    -6.79028e-11    4.59531e-15    
26.5    1e+11    1e+11    7.67262e-08    -3.05176e-15    -1.05901e-10    2.93589e-15    
27    1e+11    1e+11    8.60738e-08    -4.27246e-15    -1.53951e-10    -1.40412e-15    
27.5    1e+11    1e+11    9.58022e-08    -1.98364e-15    -2.11837e-10    -2.55295e-15    
28    1e+11    1e+11    1.08719e-07    -3.35693e-15    -2.80369e-10    3.19119e-15    
28.5    1e+11    1e+11    1.3079e-07    -7.32422e-15    -3.61049e-10    -1.02118e-15    
29    1e+11    1e+11    1.62952e-07    -6.10352e-16    -4.56157e-10    4.21237e-15    
29.5    1e+11    1e+11    2.01062e-07    -5.79834e-15    -5.57518e-10    4.08472e-15    
30    1e+11    1e+11    2.35098e-07    -4.57764e-16    -6.58264e-10    3.19119e-15    
