#time Tmin Tmax uniTmin uniTmax Amin Amax
223.5	-0.0114596 0.992649	1 1	0.994643 1.0056
224	-0.0114954 0.993464	1 1	0.994621 1.0056
224.5	-0.0115062 0.994132	1 1	0.994602 1.00559
225	-0.0114837 0.994629	1 1	0.994587 1.00559
225.5	-0.0114351 0.994951	1 1	0.994567 1.00559
226	-0.0114763 0.995081	1 1	0.994534 1.00561
226.5	-0.011489 0.995017	1 1	0.994502 1.00563
227	-0.0115279 0.994752	1 1	0.994468 1.00566
227.5	-0.0115477 0.994274	1 1	0.994437 1.00568
228	-0.0115366 0.993603	1 1	0.99441 1.0057
228.5	-0.0115924 0.993756	1 1	0.994384 1.00572
229	-0.0116179 0.994106	1 1	0.994358 1.00573
229.5	-0.0116164 0.994278	1 1	0.994332 1.00575
230	-0.0116054 0.99429	1 1	0.994309 1.00577
230.5	-0.0116473 0.994128	1 1	0.994289 1.00579
231	-0.0116639 0.993742	1 1	0.994271 1.00581
231.5	-0.0116527 0.993173	1 1	0.994253 1.00582
232	-0.0116214 0.992654	1 1	0.994238 1.00583
232.5	-0.0116641 0.992499	1 1	0.994225 1.00585
233	-0.0116817 0.992142	1 1	0.994214 1.00585
233.5	-0.0116743 0.992739	1 1	0.994203 1.00586
234	-0.0116351 0.993445	1 1	0.994191 1.00587
234.5	-0.0116613 0.994012	1 1	0.994177 1.00588
235	-0.0116887 0.994353	1 1	0.994153 1.00588
235.5	-0.0116914 0.994499	1 1	0.99413 1.00589
236	-0.0116653 0.994462	1 1	0.994109 1.0059
236.5	-0.0116245 0.994238	1 1	0.994089 1.00591
237	-0.0116733 0.993822	1 1	0.994072 1.00591
237.5	-0.0116973 0.993209	1 1	0.994057 1.00592
238	-0.0116925 0.993394	1 1	0.994042 1.00592
238.5	-0.0116561 0.993873	1 1	0.994029 1.00593
