#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.5    1e+11    1e+11    2.74658e-15    2.74658e-15    2.4253e-15    2.4253e-15    
1    1e+11    1e+11    3.35693e-15    3.35693e-15    2.55295e-15    2.55295e-15    
1.5    1e+11    1e+11    3.05176e-15    3.05176e-15    1.02118e-15    1.02118e-15    
2    1e+11    1e+11    4.57764e-15    4.57764e-15    1.53177e-15    1.53177e-15    
2.5    1e+11    1e+11    4.11987e-15    4.11987e-15    2.55295e-16    2.55295e-16    
3    1e+11    1e+11    4.57764e-15    4.57764e-15    1.40412e-15    1.40412e-15    
3.5    1e+11    1e+11    2.74658e-15    2.74658e-15    2.80824e-15    2.80824e-15    
4    1e+11    1e+11    1.83105e-15    1.83105e-15    1.27647e-15    1.27647e-15    
4.5    1e+11    1e+11    -2.28882e-15    -2.28882e-15    2.4253e-15    2.4253e-15    
5    1e+11    1e+11    -6.10352e-16    -6.10352e-16    8.93532e-16    8.93532e-16    
5.5    1e+11    1e+11    3.05176e-15    3.05176e-15    3.95707e-15    3.95707e-15    
6    1e+11    1e+11    4.88281e-15    4.88281e-15    5.1059e-16    5.1059e-16    
6.5    1e+11    1e+11    -1.52588e-15    -1.52588e-15    2.93589e-15    2.93589e-15    
7    1e+11    1e+11    2.74658e-15    2.74658e-15    1.27647e-16    1.27647e-16    
7.5    1e+11    1e+11    7.01904e-15    7.01904e-15    0    0    
8    1e+11    1e+11    -9.15527e-16    -9.15527e-16    3.19119e-15    3.19119e-15    
8.5    1e+11    1e+11    4.42505e-15    4.42505e-15    3.31883e-15    3.31883e-15    
9    1e+11    1e+11    3.05176e-16    3.05176e-16    -1.02118e-15    -1.02118e-15    
9.5    1e+11    1e+11    6.10352e-16    6.10352e-16    1.40412e-15    1.40412e-15    
10    1e+11    1e+11    2.44141e-15    2.44141e-15    1.27647e-15    1.27647e-15    
10.5    1e+11    1e+11    -3.20435e-15    -3.20435e-15    5.1059e-16    5.1059e-16    
11    1e+11    1e+11    1.2207e-15    1.2207e-15    2.4253e-15    2.4253e-15    
11.5    1e+11    1e+11    6.10352e-16    6.10352e-16    3.95707e-15    3.95707e-15    
12    1e+11    1e+11    2.13623e-15    2.13623e-15    2.80824e-15    2.80824e-15    
12.5    1e+11    1e+11    1.98364e-15    1.98364e-15    1.78706e-15    1.78706e-15    
13    1e+11    1e+11    5.0354e-15    5.0354e-15    2.6806e-15    2.6806e-15    
13.5    1e+11    1e+11    7.78198e-15    7.78198e-15    -7.65885e-16    -7.65885e-16    
14    1e+11    1e+11    5.34058e-15    5.34058e-15    3.19119e-15    3.19119e-15    
14.5    1e+11    1e+11    -1.52588e-15    -1.52588e-15    2.29765e-15    2.29765e-15    
15    1e+11    1e+11    6.10352e-16    6.10352e-16    4.97825e-15    4.97825e-15    
15.5    1e+11    1e+11    1.67847e-15    1.67847e-15    1.78706e-15    1.78706e-15    
16    1e+11    1e+11    6.10352e-15    6.10352e-15    3.44648e-15    3.44648e-15    
16.5    1e+11    1e+11    -2.13623e-15    -2.13623e-15    2.29765e-15    2.29765e-15    
17    1e+11    1e+11    3.35693e-15    3.35693e-15    3.95707e-15    3.95707e-15    
17.5    1e+11    1e+11    9.15527e-16    9.15527e-16    -2.6806e-15    -2.6806e-15    
18    1e+11    1e+11    3.20435e-15    3.20435e-15    1.53177e-15    1.53177e-15    
18.5    1e+11    1e+11    2.59399e-15    2.59399e-15    1.02118e-15    1.02118e-15    
19    1e+11    1e+11    1.67847e-15    1.67847e-15    3.06354e-15    3.06354e-15    
19.5    1e+11    1e+11    -1.2207e-15    -1.2207e-15    2.55295e-15    2.55295e-15    
20    1e+11    1e+11    9.15527e-16    9.15527e-16    2.04236e-15    2.04236e-15    
20.5    1e+11    1e+11    3.8147e-15    3.8147e-15    2.55295e-16    2.55295e-16    
21    1e+11    1e+11    2.28882e-15    2.28882e-15    1.14883e-15    1.14883e-15    
21.5    1e+11    1e+11    2.59399e-15    2.59399e-15    7.65885e-16    7.65885e-16    
22    1e+11    1e+11    3.35693e-15    3.35693e-15    3.57413e-15    3.57413e-15    
22.5    1e+11    1e+11    5.18799e-15    5.18799e-15    2.93589e-15    2.93589e-15    
23    1e+11    1e+11    3.05176e-16    3.05176e-16    3.19119e-15    3.19119e-15    
23.5    1e+11    1e+11    4.57764e-16    4.57764e-16    1.02118e-15    1.02118e-15    
24    1e+11    1e+11    6.56128e-15    6.56128e-15    1.91471e-15    1.91471e-15    
24.5    1e+11    1e+11    -4.57764e-16    -4.57764e-16    -1.14883e-15    -1.14883e-15    
25    1e+11    1e+11    6.71387e-15    6.71387e-15    2.55295e-15    2.55295e-15    
25.5    1e+11    1e+11    2.74658e-15    2.74658e-15    -5.1059e-16    -5.1059e-16    
26    1e+11    1e+11    5.18799e-15    5.18799e-15    4.97825e-15    4.97825e-15    
26.5    1e+11    1e+11    5.79834e-15    5.79834e-15    2.55295e-15    2.55295e-15    
27    1e+11    1e+11    0    0    1.14883e-15    1.14883e-15    
27.5    1e+11    1e+11    7.62939e-16    7.62939e-16    5.1059e-16    5.1059e-16    
28    1e+11    1e+11    1.2207e-15    1.2207e-15    3.70178e-15    3.70178e-15    
28.5    1e+11    1e+11    4.57764e-16    4.57764e-16    -2.55295e-16    -2.55295e-16    
29    1e+11    1e+11    6.10352e-15    6.10352e-15    1.78706e-15    1.78706e-15    
29.5    1e+11    1e+11    -7.62939e-16    -7.62939e-16    2.55295e-16    2.55295e-16    
30    1e+11    1e+11    1.52588e-15    1.52588e-15    4.46766e-15    4.46766e-15    
30.5    1e+11    1e+11    4.11987e-15    4.11987e-15    2.29765e-15    2.29765e-15    
31    1e+11    1e+11    2.44141e-15    2.44141e-15    2.6806e-15    2.6806e-15    
31.5    1e+11    1e+11    1.98364e-15    1.98364e-15    5.1059e-16    5.1059e-16    
32    1e+11    1e+11    4.27246e-15    4.27246e-15    -1.40412e-15    -1.40412e-15    
32.5    1e+11    1e+11    -1.52588e-15    -1.52588e-15    -8.93532e-16    -8.93532e-16    
33    1e+11    1e+11    2.44141e-15    2.44141e-15    2.93589e-15    2.93589e-15    
33.5    1e+11    1e+11    3.50952e-15    3.50952e-15    1.14883e-15    1.14883e-15    
34    1e+11    1e+11    2.74658e-15    2.74658e-15    -1.02118e-15    -1.02118e-15    
34.5    1e+11    1e+11    -2.59399e-15    -2.59399e-15    4.46766e-15    4.46766e-15    
35    1e+11    1e+11    9.15527e-16    9.15527e-16    -1.27647e-16    -1.27647e-16    
35.5    1e+11    1e+11    -1.83105e-15    -1.83105e-15    1.91471e-15    1.91471e-15    
36    1e+11    1e+11    4.73022e-15    4.73022e-15    2.93589e-15    2.93589e-15    
36.5    1e+11    1e+11    -2.13623e-15    -2.13623e-15    -2.80824e-15    -2.80824e-15    
