#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.125    1e+11    1e+11    -1.06812e-15    -1.06812e-15    6.25288e-15    6.25288e-15    
0.25    1e+11    1e+11    -1.93787e-14    -1.93787e-14    -1.2761e-15    -1.2761e-15    
0.375    1e+11    1e+11    1.02234e-14    1.02234e-14    -6.38049e-16    -6.38049e-16    
0.5    1e+11    1e+11    1.98364e-15    1.98364e-15    -5.48722e-15    -5.48722e-15    
0.625    1e+11    1e+11    -1.51062e-14    -1.51062e-14    6.5081e-15    6.5081e-15    
0.75    1e+11    1e+11    -2.45667e-14    -2.45667e-14    1.13573e-14    1.13573e-14    
0.875    1e+11    1e+11    -1.20544e-14    -1.20544e-14    7.52898e-15    7.52898e-15    
1    1e+11    1e+11    7.17163e-15    7.17163e-15    3.06263e-15    3.06263e-15    
1.125    1e+11    1e+11    -2.24304e-14    -2.24304e-14    5.48722e-15    5.48722e-15    
1.25    1e+11    1e+11    7.62939e-16    7.62939e-16    6.38049e-16    6.38049e-16    
1.375    1e+11    1e+11    -7.78198e-15    -7.78198e-15    4.21112e-15    4.21112e-15    
1.5    1e+11    1e+11    -3.52478e-14    -3.52478e-14    3.31785e-15    3.31785e-15    
1.625    1e+11    1e+11    7.78198e-15    7.78198e-15    7.9118e-15    7.9118e-15    
1.75    1e+11    1e+11    -2.47192e-14    -2.47192e-14    6.12527e-15    6.12527e-15    
1.875    1e+11    1e+11    -7.47681e-15    -7.47681e-15    -1.02088e-15    -1.02088e-15    
2    1e+11    1e+11    -2.22778e-14    -2.22778e-14    1.78654e-15    1.78654e-15    
2.125    1e+11    1e+11    -2.74658e-15    -2.74658e-15    -5.87005e-15    -5.87005e-15    
2.25    1e+11    1e+11    -2.09045e-14    -2.09045e-14    -4.59395e-15    -4.59395e-15    
2.375    1e+11    1e+11    -1.38855e-14    -1.38855e-14    -1.91415e-15    -1.91415e-15    
2.5    1e+11    1e+11    -2.21252e-14    -2.21252e-14    -1.40371e-15    -1.40371e-15    
2.625    1e+11    1e+11    -1.54114e-14    -1.54114e-14    -2.5522e-15    -2.5522e-15    
2.75    1e+11    1e+11    -1.06812e-14    -1.06812e-14    -2.93502e-15    -2.93502e-15    
2.875    1e+11    1e+11    -9.46045e-15    -9.46045e-15    -2.16937e-15    -2.16937e-15    
3    1e+11    1e+11    -5.18799e-15    -5.18799e-15    7.65659e-16    7.65659e-16    
3.125    1e+11    1e+11    -4.34875e-14    -4.34875e-14    8.93268e-16    8.93268e-16    
3.25    1e+11    1e+11    -1.12915e-14    -1.12915e-14    3.70068e-15    3.70068e-15    
3.375    1e+11    1e+11    -2.05994e-14    -2.05994e-14    5.232e-15    5.232e-15    
3.5    1e+11    1e+11    -3.2959e-14    -3.2959e-14    6.38049e-15    6.38049e-15    
3.625    1e+11    1e+11    -5.0354e-15    -5.0354e-15    -4.84917e-15    -4.84917e-15    
3.75    1e+11    1e+11    -1.23596e-14    -1.23596e-14    -2.29698e-15    -2.29698e-15    
3.875    1e+11    1e+11    -2.83813e-14    -2.83813e-14    2.5522e-15    2.5522e-15    
4    1e+11    1e+11    -3.17383e-14    -3.17383e-14    2.16937e-15    2.16937e-15    
4.125    1e+11    1e+11    2.28882e-15    2.28882e-15    8.54985e-15    8.54985e-15    
4.25    1e+11    1e+11    -1.8158e-14    -1.8158e-14    -2.16937e-15    -2.16937e-15    
4.375    1e+11    1e+11    -1.37329e-14    -1.37329e-14    1.2761e-15    1.2761e-15    
4.5    1e+11    1e+11    -2.05994e-14    -2.05994e-14    6.25288e-15    6.25288e-15    
4.625    1e+11    1e+11    -1.96838e-14    -1.96838e-14    1.2761e-16    1.2761e-16    
4.75    1e+11    1e+11    -1.67847e-14    -1.67847e-14    1.91415e-15    1.91415e-15    
4.875    1e+11    1e+11    -2.70081e-14    -2.70081e-14    4.84917e-15    4.84917e-15    
5    1e+11    1e+11    -3.46375e-14    -3.46375e-14    1.78654e-15    1.78654e-15    
5.125    1e+11    1e+11    -2.16675e-14    -2.16675e-14    5.48722e-15    5.48722e-15    
5.25    1e+11    1e+11    -1.86157e-14    -1.86157e-14    2.42459e-15    2.42459e-15    
5.375    1e+11    1e+11    -2.65503e-14    -2.65503e-14    2.42459e-15    2.42459e-15    
5.5    1e+11    1e+11    -3.20435e-15    -3.20435e-15    3.82829e-15    3.82829e-15    
5.625    1e+11    1e+11    -3.26538e-14    -3.26538e-14    4.72156e-15    4.72156e-15    
5.75    1e+11    1e+11    -2.05994e-14    -2.05994e-14    0    0    
5.875    1e+11    1e+11    1.52588e-15    1.52588e-15    8.03941e-15    8.03941e-15    
6    1e+11    1e+11    -2.47192e-14    -2.47192e-14    3.9559e-15    3.9559e-15    
6.125    1e+11    1e+11    -7.78198e-15    -7.78198e-15    2.6798e-15    2.6798e-15    
6.25    1e+11    1e+11    -2.28882e-14    -2.28882e-14    1.40371e-15    1.40371e-15    
6.375    1e+11    1e+11    -3.50952e-15    -3.50952e-15    8.80507e-15    8.80507e-15    
6.5    1e+11    1e+11    -9.61304e-15    -9.61304e-15    1.65893e-15    1.65893e-15    
6.625    1e+11    1e+11    -3.87573e-14    -3.87573e-14    4.97678e-15    4.97678e-15    
6.75    1e+11    1e+11    -5.34058e-15    -5.34058e-15    -2.5522e-16    -2.5522e-16    
6.875    1e+11    1e+11    -8.69751e-15    -8.69751e-15    2.04176e-15    2.04176e-15    
7    1e+11    1e+11    4.57764e-16    4.57764e-16    8.67746e-15    8.67746e-15    
7.125    1e+11    1e+11    -5.49316e-15    -5.49316e-15    9.31551e-15    9.31551e-15    
7.25    1e+11    1e+11    -2.15149e-14    -2.15149e-14    8.93268e-15    8.93268e-15    
7.375    1e+11    1e+11    -1.70898e-14    -1.70898e-14    2.6798e-15    2.6798e-15    
7.5    1e+11    1e+11    -5.34058e-15    -5.34058e-15    5.61483e-15    5.61483e-15    
7.625    1e+11    1e+11    -1.87683e-14    -1.87683e-14    4.72156e-15    4.72156e-15    
7.75    1e+11    1e+11    -4.57764e-16    -4.57764e-16    6.63571e-15    6.63571e-15    
7.875    1e+11    1e+11    -2.68555e-14    -2.68555e-14    -2.5522e-16    -2.5522e-16    
8    1e+11    1e+11    -2.67029e-14    -2.67029e-14    3.44546e-15    3.44546e-15    
8.125    1e+11    1e+11    -1.5564e-14    -1.5564e-14    6.38049e-16    6.38049e-16    
8.25    1e+11    1e+11    -3.2196e-14    -3.2196e-14    1.78654e-15    1.78654e-15    
8.375    1e+11    1e+11    -2.5177e-14    -2.5177e-14    5.61483e-15    5.61483e-15    
8.5    1e+11    1e+11    -5.64575e-15    -5.64575e-15    -2.6798e-15    -2.6798e-15    
8.625    1e+11    1e+11    -1.05286e-14    -1.05286e-14    2.04176e-15    2.04176e-15    
8.75    1e+11    1e+11    -2.10571e-14    -2.10571e-14    -2.6798e-15    -2.6798e-15    
8.875    1e+11    1e+11    5.79834e-15    5.79834e-15    3.82829e-15    3.82829e-15    
9    1e+11    1e+11    -1.46484e-14    -1.46484e-14    -5.99766e-15    -5.99766e-15    
9.125    1e+11    1e+11    -2.22778e-14    -2.22778e-14    3.19024e-15    3.19024e-15    
9.25    1e+11    1e+11    -3.38745e-14    -3.38745e-14    1.91415e-15    1.91415e-15    
9.375    1e+11    1e+11    -2.63977e-14    -2.63977e-14    2.6798e-15    2.6798e-15    
9.5    1e+11    1e+11    -1.35803e-14    -1.35803e-14    6.89093e-15    6.89093e-15    
9.625    1e+11    1e+11    -1.64795e-14    -1.64795e-14    8.93268e-16    8.93268e-16    
9.75    1e+11    1e+11    -7.17163e-15    -7.17163e-15    -2.16937e-15    -2.16937e-15    
9.875    1e+11    1e+11    -1.80054e-14    -1.80054e-14    -2.6798e-15    -2.6798e-15    
10    1e+11    1e+11    -9.00269e-15    -9.00269e-15    -3.44546e-15    -3.44546e-15    
10.125    1e+11    1e+11    -1.93787e-14    -1.93787e-14    -6.76332e-15    -6.76332e-15    
10.25    1e+11    1e+11    -2.59399e-15    -2.59399e-15    7.9118e-15    7.9118e-15    
10.375    1e+11    1e+11    -1.44958e-14    -1.44958e-14    3.57307e-15    3.57307e-15    
10.5    1e+11    1e+11    -1.37329e-14    -1.37329e-14    1.53132e-15    1.53132e-15    
10.625    1e+11    1e+11    -2.71606e-14    -2.71606e-14    4.72156e-15    4.72156e-15    
10.75    1e+11    1e+11    -5.95093e-15    -5.95093e-15    6.38049e-15    6.38049e-15    
10.875    1e+11    1e+11    -1.40381e-14    -1.40381e-14    8.54985e-15    8.54985e-15    
11    1e+11    1e+11    -2.33459e-14    -2.33459e-14    5.99766e-15    5.99766e-15    
11.125    1e+11    1e+11    -2.76184e-14    -2.76184e-14    -2.5522e-16    -2.5522e-16    
11.25    1e+11    1e+11    -6.10352e-15    -6.10352e-15    -7.65659e-16    -7.65659e-16    
11.375    1e+11    1e+11    -1.72424e-14    -1.72424e-14    -1.78654e-15    -1.78654e-15    
11.5    1e+11    1e+11    -1.14441e-14    -1.14441e-14    -5.99766e-15    -5.99766e-15    
11.625    1e+11    1e+11    -1.08337e-14    -1.08337e-14    7.40137e-15    7.40137e-15    
11.75    1e+11    1e+11    -6.86646e-15    -6.86646e-15    4.08351e-15    4.08351e-15    
11.875    1e+11    1e+11    -2.83813e-14    -2.83813e-14    7.14615e-15    7.14615e-15    
12    1e+11    1e+11    -3.40271e-14    -3.40271e-14    1.53132e-15    1.53132e-15    
12.125    1e+11    1e+11    -2.54822e-14    -2.54822e-14    5.35961e-15    5.35961e-15    
12.25    1e+11    1e+11    -1.72424e-14    -1.72424e-14    0    0    
12.375    1e+11    1e+11    -7.62939e-16    -7.62939e-16    -1.2761e-16    -1.2761e-16    
12.5    1e+11    1e+11    -2.30408e-14    -2.30408e-14    -7.65659e-16    -7.65659e-16    
12.625    1e+11    1e+11    -1.17493e-14    -1.17493e-14    6.38049e-16    6.38049e-16    
12.75    1e+11    1e+11    -1.63269e-14    -1.63269e-14    3.57307e-15    3.57307e-15    
12.875    1e+11    1e+11    -8.39233e-15    -8.39233e-15    -4.72156e-15    -4.72156e-15    
13    1e+11    1e+11    -2.83813e-14    -2.83813e-14    -2.5522e-16    -2.5522e-16    
13.125    1e+11    1e+11    -1.89209e-14    -1.89209e-14    5.74244e-15    5.74244e-15    
13.25    1e+11    1e+11    -4.27246e-15    -4.27246e-15    -1.78654e-15    -1.78654e-15    
13.375    1e+11    1e+11    -4.88281e-14    -4.88281e-14    3.06263e-15    3.06263e-15    
13.5    1e+11    1e+11    -7.62939e-15    -7.62939e-15    -1.2761e-16    -1.2761e-16    
13.625    1e+11    1e+11    -3.70789e-14    -3.70789e-14    1.2761e-15    1.2761e-15    
13.75    1e+11    1e+11    -2.2583e-14    -2.2583e-14    1.78654e-15    1.78654e-15    
13.875    1e+11    1e+11    -3.66211e-14    -3.66211e-14    -4.08351e-15    -4.08351e-15    
14    1e+11    1e+11    -5.41687e-14    -5.41687e-14    -3.82829e-16    -3.82829e-16    
14.125    1e+11    1e+11    -2.33459e-14    -2.33459e-14    -5.74244e-15    -5.74244e-15    
14.25    1e+11    1e+11    -1.14441e-14    -1.14441e-14    -2.04176e-15    -2.04176e-15    
14.375    1e+11    1e+11    -3.17383e-14    -3.17383e-14    -1.91415e-15    -1.91415e-15    
14.5    1e+11    1e+11    4.27246e-15    4.27246e-15    -1.02088e-15    -1.02088e-15    
14.625    1e+11    1e+11    -2.48718e-14    -2.48718e-14    -8.67746e-15    -8.67746e-15    
14.75    1e+11    1e+11    -1.98364e-14    -1.98364e-14    2.6798e-15    2.6798e-15    
14.875    1e+11    1e+11    -1.43433e-14    -1.43433e-14    -6.12527e-15    -6.12527e-15    
15    1e+11    1e+11    -7.47681e-15    -7.47681e-15    -4.33873e-15    -4.33873e-15    
15.125    1e+11    1e+11    -3.12805e-14    -3.12805e-14    2.6798e-15    2.6798e-15    
15.25    1e+11    1e+11    -8.23975e-15    -8.23975e-15    -6.12527e-15    -6.12527e-15    
15.375    1e+11    1e+11    2.59399e-15    2.59399e-15    -5.87005e-15    -5.87005e-15    
15.5    1e+11    1e+11    -2.71606e-14    -2.71606e-14    -3.19024e-15    -3.19024e-15    
15.625    1e+11    1e+11    -2.2583e-14    -2.2583e-14    -1.78654e-15    -1.78654e-15    
15.75    1e+11    1e+11    -2.44141e-14    -2.44141e-14    -8.29463e-15    -8.29463e-15    
15.875    1e+11    1e+11    -2.10571e-14    -2.10571e-14    -4.59395e-15    -4.59395e-15    
16    1e+11    1e+11    -1.93787e-14    -1.93787e-14    -2.04176e-15    -2.04176e-15    
16.125    1e+11    1e+11    -1.15967e-14    -1.15967e-14    -7.9118e-15    -7.9118e-15    
16.25    1e+11    1e+11    9.30786e-15    9.30786e-15    -6.89093e-15    -6.89093e-15    
16.375    1e+11    1e+11    -2.65503e-14    -2.65503e-14    1.2761e-16    1.2761e-16    
