#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.25    1e+11    1e+11    -3.05176e-15    -3.05176e-15    2.42468e-15    2.42468e-15    
0.5    1e+11    1e+11    -4.57764e-15    -4.57764e-15    -4.08367e-15    -4.08367e-15    
0.75    1e+11    1e+11    -6.2561e-15    -6.2561e-15    1.27615e-16    1.27615e-16    
1    1e+11    1e+11    3.66211e-15    3.66211e-15    3.31798e-15    3.31798e-15    
1.25    1e+11    1e+11    3.50952e-15    3.50952e-15    -2.5523e-16    -2.5523e-16    
1.5    1e+11    1e+11    -2.44141e-15    -2.44141e-15    8.93303e-16    8.93303e-16    
1.75    1e+11    1e+11    1.83105e-15    1.83105e-15    -2.04184e-15    -2.04184e-15    
2    1e+11    1e+11    -9.15527e-15    -9.15527e-15    8.93303e-16    8.93303e-16    
2.25    1e+11    1e+11    -7.62939e-16    -7.62939e-16    -1.65899e-15    -1.65899e-15    
2.5    1e+11    1e+11    -2.44141e-15    -2.44141e-15    -1.27615e-15    -1.27615e-15    
2.75    1e+11    1e+11    -5.79834e-15    -5.79834e-15    -2.42468e-15    -2.42468e-15    
3    1e+11    1e+11    -1.32751e-14    -1.32751e-14    -8.93303e-16    -8.93303e-16    
3.25    1e+11    1e+11    -1.51062e-14    -1.51062e-14    2.5523e-16    2.5523e-16    
3.5    1e+11    1e+11    -1.06812e-15    -1.06812e-15    -1.91422e-15    -1.91422e-15    
3.75    1e+11    1e+11    -7.01904e-15    -7.01904e-15    2.93514e-15    2.93514e-15    
4    1e+11    1e+11    7.62939e-15    7.62939e-15    1.02092e-15    1.02092e-15    
4.25    1e+11    1e+11    -2.89917e-15    -2.89917e-15    -6.38074e-16    -6.38074e-16    
4.5    1e+11    1e+11    -1.06812e-14    -1.06812e-14    -2.04184e-15    -2.04184e-15    
4.75    1e+11    1e+11    1.52588e-15    1.52588e-15    6.38074e-16    6.38074e-16    
5    1e+11    1e+11    -3.66211e-15    -3.66211e-15    0    0    
5.25    1e+11    1e+11    -1.9989e-14    -1.9989e-14    -3.82844e-15    -3.82844e-15    
5.5    1e+11    1e+11    -9.61304e-15    -9.61304e-15    2.5523e-16    2.5523e-16    
5.75    1e+11    1e+11    -6.86646e-15    -6.86646e-15    -2.67991e-15    -2.67991e-15    
6    1e+11    1e+11    -4.88281e-15    -4.88281e-15    3.31798e-15    3.31798e-15    
6.25    1e+11    1e+11    -3.66211e-15    -3.66211e-15    3.57321e-15    3.57321e-15    
6.5    1e+11    1e+11    1.297e-14    1.297e-14    2.5523e-15    2.5523e-15    
6.75    1e+11    1e+11    3.50952e-15    3.50952e-15    -5.10459e-16    -5.10459e-16    
7    1e+11    1e+11    1.2207e-15    1.2207e-15    -2.5523e-16    -2.5523e-16    
7.25    1e+11    1e+11    -2.74658e-15    -2.74658e-15    8.93303e-16    8.93303e-16    
7.5    1e+11    1e+11    -4.73022e-15    -4.73022e-15    -1.27615e-16    -1.27615e-16    
7.75    1e+11    1e+11    8.39233e-15    8.39233e-15    7.65689e-16    7.65689e-16    
8    1e+11    1e+11    -5.95093e-15    -5.95093e-15    5.48743e-15    5.48743e-15    
8.25    1e+11    1e+11    1.37329e-15    1.37329e-15    -8.93303e-16    -8.93303e-16    
8.5    1e+11    1e+11    1.83105e-15    1.83105e-15    -3.06275e-15    -3.06275e-15    
8.75    1e+11    1e+11    1.98364e-15    1.98364e-15    4.46652e-15    4.46652e-15    
9    1e+11    1e+11    1.09863e-14    1.09863e-14    1.27615e-15    1.27615e-15    
9.25    1e+11    1e+11    7.93457e-15    7.93457e-15    7.65689e-16    7.65689e-16    
9.5    1e+11    1e+11    -7.62939e-15    -7.62939e-15    0    0    
9.75    1e+11    1e+11    -1.52588e-15    -1.52588e-15    -2.29707e-15    -2.29707e-15    
10    1e+11    1e+11    -2.74658e-15    -2.74658e-15    4.84936e-15    4.84936e-15    
10.25    1e+11    1e+11    -1.0376e-14    -1.0376e-14    1.40376e-15    1.40376e-15    
10.5    1e+11    1e+11    -1.43433e-14    -1.43433e-14    5.10459e-16    5.10459e-16    
10.75    1e+11    1e+11    1.06812e-15    1.06812e-15    -7.65689e-16    -7.65689e-16    
11    1e+11    1e+11    -6.40869e-15    -6.40869e-15    7.65689e-16    7.65689e-16    
11.25    1e+11    1e+11    1.05286e-14    1.05286e-14    3.82844e-16    3.82844e-16    
11.5    1e+11    1e+11    -5.18799e-15    -5.18799e-15    8.93303e-16    8.93303e-16    
11.75    1e+11    1e+11    -4.73022e-15    -4.73022e-15    3.06275e-15    3.06275e-15    
12    1e+11    1e+11    -7.93457e-15    -7.93457e-15    1.78661e-15    1.78661e-15    
12.25    1e+11    1e+11    7.17163e-15    7.17163e-15    -3.06275e-15    -3.06275e-15    
12.5    1e+11    1e+11    5.34058e-15    5.34058e-15    6.63597e-15    6.63597e-15    
12.75    1e+11    1e+11    -8.8501e-15    -8.8501e-15    -2.5523e-16    -2.5523e-16    
13    1e+11    1e+11    -8.8501e-15    -8.8501e-15    -2.42468e-15    -2.42468e-15    
13.25    1e+11    1e+11    -1.52588e-15    -1.52588e-15    7.65689e-16    7.65689e-16    
13.5    1e+11    1e+11    9.30786e-15    9.30786e-15    4.59413e-15    4.59413e-15    
13.75    1e+11    1e+11    9.76562e-15    9.76562e-15    1.40376e-15    1.40376e-15    
14    1e+11    1e+11    4.57764e-15    4.57764e-15    1.14853e-15    1.14853e-15    
14.25    1e+11    1e+11    -4.73022e-15    -4.73022e-15    2.29707e-15    2.29707e-15    
14.5    1e+11    1e+11    0    0    -1.14853e-15    -1.14853e-15    
14.75    1e+11    1e+11    -2.28882e-15    -2.28882e-15    -1.53138e-15    -1.53138e-15    
15    1e+11    1e+11    3.96729e-15    3.96729e-15    -7.65689e-16    -7.65689e-16    
15.25    1e+11    1e+11    7.32422e-15    7.32422e-15    -1.40376e-15    -1.40376e-15    
15.5    1e+11    1e+11    7.32422e-15    7.32422e-15    -1.65899e-15    -1.65899e-15    
15.75    1e+11    1e+11    -6.2561e-15    -6.2561e-15    -1.27615e-16    -1.27615e-16    
16    1e+11    1e+11    -1.98364e-15    -1.98364e-15    3.70083e-15    3.70083e-15    
16.25    1e+11    1e+11    7.17163e-15    7.17163e-15    -1.27615e-15    -1.27615e-15    
16.5    1e+11    1e+11    4.57764e-15    4.57764e-15    -8.03973e-15    -8.03973e-15    
16.75    1e+11    1e+11    1.83105e-15    1.83105e-15    -4.08367e-15    -4.08367e-15    
17    1e+11    1e+11    7.78198e-15    7.78198e-15    8.93303e-16    8.93303e-16    
17.25    1e+11    1e+11    -3.05176e-15    -3.05176e-15    -3.82844e-16    -3.82844e-16    
17.5    1e+11    1e+11    1.2207e-15    1.2207e-15    -1.65899e-15    -1.65899e-15    
17.75    1e+11    1e+11    1.52588e-15    1.52588e-15    -4.97698e-15    -4.97698e-15    
18    1e+11    1e+11    1.2207e-15    1.2207e-15    -3.57321e-15    -3.57321e-15    
18.25    1e+11    1e+11    -1.2207e-15    -1.2207e-15    -1.91422e-15    -1.91422e-15    
18.5    1e+11    1e+11    -2.89917e-15    -2.89917e-15    -7.01881e-15    -7.01881e-15    
18.75    1e+11    1e+11    2.59399e-15    2.59399e-15    -1.40376e-15    -1.40376e-15    
19    1e+11    1e+11    3.35693e-15    3.35693e-15    -2.80752e-15    -2.80752e-15    
19.25    1e+11    1e+11    -5.18799e-15    -5.18799e-15    4.59413e-15    4.59413e-15    
19.5    1e+11    1e+11    7.47681e-15    7.47681e-15    -6.38074e-16    -6.38074e-16    
19.75    1e+11    1e+11    7.62939e-16    7.62939e-16    -3.19037e-15    -3.19037e-15    
20    1e+11    1e+11    -1.41907e-14    -1.41907e-14    1.27615e-16    1.27615e-16    
20.25    1e+11    1e+11    -1.08337e-14    -1.08337e-14    1.02092e-15    1.02092e-15    
20.5    1e+11    1e+11    6.40869e-15    6.40869e-15    -2.42468e-15    -2.42468e-15    
20.75    1e+11    1e+11    -1.37329e-15    -1.37329e-15    -1.40376e-15    -1.40376e-15    
21    1e+11    1e+11    -9.91821e-15    -9.91821e-15    1.02092e-15    1.02092e-15    
21.25    1e+11    1e+11    -7.62939e-16    -7.62939e-16    2.80752e-15    2.80752e-15    
21.5    1e+11    1e+11    -1.08337e-14    -1.08337e-14    1.78661e-15    1.78661e-15    
21.75    1e+11    1e+11    5.64575e-15    5.64575e-15    -4.46652e-15    -4.46652e-15    
22    1e+11    1e+11    6.10352e-15    6.10352e-15    -2.80752e-15    -2.80752e-15    
22.25    1e+11    1e+11    3.8147e-15    3.8147e-15    -1.27615e-16    -1.27615e-16    
22.5    1e+11    1e+11    4.11987e-15    4.11987e-15    3.82844e-16    3.82844e-16    
22.75    1e+11    1e+11    -4.42505e-15    -4.42505e-15    -3.57321e-15    -3.57321e-15    
23    1e+11    1e+11    -1.8158e-14    -1.8158e-14    4.46652e-15    4.46652e-15    
23.25    1e+11    1e+11    3.05176e-16    3.05176e-16    -5.2322e-15    -5.2322e-15    
23.5    1e+11    1e+11    -6.40869e-15    -6.40869e-15    -2.67991e-15    -2.67991e-15    
23.75    1e+11    1e+11    1.37329e-15    1.37329e-15    -2.80752e-15    -2.80752e-15    
24    1e+11    1e+11    -2.74658e-15    -2.74658e-15    2.5523e-16    2.5523e-16    
24.25    1e+11    1e+11    1.05286e-14    1.05286e-14    -8.93303e-16    -8.93303e-16    
24.5    1e+11    1e+11    -3.35693e-15    -3.35693e-15    -8.93303e-16    -8.93303e-16    
24.75    1e+11    1e+11    -2.59399e-15    -2.59399e-15    5.10459e-16    5.10459e-16    
25    1e+11    1e+11    -1.06812e-15    -1.06812e-15    3.70083e-15    3.70083e-15    
25.25    1e+11    1e+11    -9.76562e-15    -9.76562e-15    -2.16945e-15    -2.16945e-15    
25.5    1e+11    1e+11    8.69751e-15    8.69751e-15    -4.3389e-15    -4.3389e-15    
25.75    1e+11    1e+11    5.34058e-15    5.34058e-15    1.91422e-15    1.91422e-15    
26    1e+11    1e+11    1.37329e-15    1.37329e-15    -2.5523e-15    -2.5523e-15    
26.25    1e+11    1e+11    -3.8147e-15    -3.8147e-15    1.02092e-15    1.02092e-15    
26.5    1e+11    1e+11    1.67847e-15    1.67847e-15    -2.67991e-15    -2.67991e-15    
26.75    1e+11    1e+11    -1.17493e-14    -1.17493e-14    3.31798e-15    3.31798e-15    
27    1e+11    1e+11    -1.25122e-14    -1.25122e-14    -4.59413e-15    -4.59413e-15    
27.25    1e+11    1e+11    7.62939e-16    7.62939e-16    -1.27615e-15    -1.27615e-15    
27.5    1e+11    1e+11    -6.71387e-15    -6.71387e-15    -5.74266e-15    -5.74266e-15    
27.75    1e+11    1e+11    1.37329e-15    1.37329e-15    0    0    
28    1e+11    1e+11    2.89917e-15    2.89917e-15    2.04184e-15    2.04184e-15    
28.25    1e+11    1e+11    -3.20435e-15    -3.20435e-15    1.27615e-16    1.27615e-16    
28.5    1e+11    1e+11    3.66211e-15    3.66211e-15    -4.3389e-15    -4.3389e-15    
28.75    1e+11    1e+11    -7.93457e-15    -7.93457e-15    1.91422e-15    1.91422e-15    
29    1e+11    1e+11    -5.18799e-15    -5.18799e-15    -3.82844e-16    -3.82844e-16    
29.25    1e+11    1e+11    -2.44141e-15    -2.44141e-15    4.3389e-15    4.3389e-15    
29.5    1e+11    1e+11    1.52588e-14    1.52588e-14    2.42468e-15    2.42468e-15    
29.75    1e+11    1e+11    4.11987e-15    4.11987e-15    4.08367e-15    4.08367e-15    
30    1e+11    1e+11    -1.28174e-14    -1.28174e-14    -6.76358e-15    -6.76358e-15    
30.25    1e+11    1e+11    -4.11987e-15    -4.11987e-15    3.06275e-15    3.06275e-15    
30.5    1e+11    1e+11    -9.15527e-16    -9.15527e-16    2.29707e-15    2.29707e-15    
30.75    1e+11    1e+11    1.67847e-15    1.67847e-15    1.78661e-15    1.78661e-15    
31    1e+11    1e+11    -5.18799e-15    -5.18799e-15    6.12551e-15    6.12551e-15    
31.25    1e+11    1e+11    -3.35693e-15    -3.35693e-15    2.5523e-16    2.5523e-16    
31.5    1e+11    1e+11    -1.15967e-14    -1.15967e-14    3.82844e-16    3.82844e-16    
31.75    1e+11    1e+11    -2.59399e-15    -2.59399e-15    -2.93514e-15    -2.93514e-15    
32    1e+11    1e+11    -6.10352e-15    -6.10352e-15    -1.27615e-16    -1.27615e-16    
