#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.25    1e+11    1e+11    3.31762e-09    -3.66211e-15    -4.59413e-15    -2.42468e-15    
0.5    9.99973e+10    1e+11    -2.75099e-05    5.49316e-15    -2.93514e-15    -5.2322e-15    
0.75    9.99973e+10    1e+11    -2.71813e-05    -6.71387e-15    -8.93303e-16    -1.27615e-16    
1    1e+11    1e+11    3.41027e-08    3.96729e-15    -4.59413e-15    -4.97698e-15    
1.25    1.00003e+11    1e+11    2.86016e-05    -9.15527e-16    -3.4456e-15    -3.19037e-15    
1.5    1.00001e+11    1e+11    1.3791e-05    -5.49316e-15    -3.82844e-15    -4.21129e-15    
1.75    1e+11    1e+11    -1.38337e-07    5.64575e-15    -6.76358e-15    -7.27404e-15    
2    1e+11    1e+11    8.40088e-08    -7.32422e-15    -2.04184e-15    -7.65689e-16    
2.25    9.99987e+10    1e+11    -1.3116e-05    6.10352e-16    -3.19037e-15    -2.42468e-15    
2.5    9.99958e+10    1e+11    -4.15704e-05    0    -3.31798e-15    -4.46652e-15    
2.75    9.99958e+10    1e+11    -4.16729e-05    -3.35693e-15    -4.3389e-15    -3.31798e-15    
3    9.99958e+10    1e+11    -4.16813e-05    1.2207e-15    -1.27615e-15    -2.93514e-15    
3.25    9.99945e+10    1e+11    -5.551e-05    -1.11389e-14    -4.08367e-15    -4.97698e-15    
3.5    9.99944e+10    1e+11    -5.55476e-05    4.57764e-15    -3.31798e-15    -2.16945e-15    
3.75    9.99972e+10    1e+11    -2.78775e-05    -1.67847e-15    -1.78661e-15    -1.02092e-15    
4    9.99986e+10    1e+11    -1.38215e-05    5.79834e-15    -3.19037e-15    -3.31798e-15    
4.25    1e+11    1e+11    -1.94011e-08    -3.66211e-15    -3.82844e-15    -3.82844e-15    
4.5    9.99945e+10    1e+11    -5.5353e-05    -1.83105e-15    -2.5523e-16    0    
4.75    1e+11    1e+11    -2.37626e-07    6.86645e-15    -8.93303e-16    6.38074e-16    
5    9.99972e+10    1e+11    -2.79062e-05    -3.66211e-15    2.5523e-16    -2.42468e-15    
5.25    9.99958e+10    1e+11    -4.17432e-05    -1.14441e-14    -1.02092e-14    -7.52927e-15    
5.5    9.99986e+10    1e+11    -1.40502e-05    -9.76562e-15    -5.87028e-15    -5.61505e-15    
5.75    9.99944e+10    1e+11    -5.55655e-05    -9.91821e-15    -7.65689e-16    -1.14853e-15    
6    9.99972e+10    1e+11    -2.79147e-05    -3.66211e-15    -1.78661e-15    -8.93303e-16    
6.25    9.99945e+10    1e+11    -5.5395e-05    4.11987e-15    -1.53138e-15    -2.16945e-15    
6.5    9.99972e+10    1e+11    -2.77316e-05    1.14441e-14    -3.57321e-15    -3.82844e-15    
6.75    9.99944e+10    1e+11    -5.56363e-05    3.05176e-16    -2.67991e-15    -2.42468e-15    
7    9.99958e+10    1e+11    -4.17851e-05    6.86645e-15    -6.38074e-16    -3.82844e-16    
7.25    9.99944e+10    1e+11    -5.56764e-05    -3.20435e-15    -2.5523e-16    -1.91422e-15    
7.5    9.99944e+10    1e+11    -5.57274e-05    -2.59399e-15    -2.16945e-15    -1.02092e-15    
7.75    1.00001e+11    1e+11    1.3467e-05    1.05286e-14    -3.19037e-15    -2.5523e-15    
8    1.00001e+11    1e+11    1.37512e-05    -1.2207e-15    -1.27615e-16    -1.40376e-15    
8.25    1.00004e+11    1e+11    4.20945e-05    8.69751e-15    -2.80752e-15    -2.93514e-15    
8.5    1.00004e+11    1e+11    4.13018e-05    5.0354e-15    -1.78661e-15    -2.93514e-15    
8.75    1.00003e+11    1e+11    2.73494e-05    4.73022e-15    -1.27615e-16    -1.02092e-15    
9    1.00003e+11    1e+11    2.73571e-05    2.44141e-15    2.16945e-15    1.14853e-15    
9.25    1.00006e+11    1e+11    5.59734e-05    9.00269e-15    1.27615e-16    -1.27615e-16    
9.5    1.00004e+11    1e+11    4.23351e-05    -7.78198e-15    -8.93303e-16    -5.10459e-16    
9.75    1.00003e+11    1e+11    2.85067e-05    9.76562e-15    -5.74266e-15    -5.61505e-15    
10    1.00004e+11    1e+11    4.23427e-05    2.74658e-15    6.38074e-16    8.93303e-16    
10.25    1.00004e+11    1e+11    4.24138e-05    -3.20435e-15    -7.91211e-15    -8.03973e-15    
10.5    1.00003e+11    1e+11    2.75484e-05    -6.56128e-15    -3.95606e-15    -3.4456e-15    
10.75    1.00001e+11    1e+11    1.35125e-05    -9.15527e-16    -6.8912e-15    -5.61505e-15    
11    1e+11    1e+11    -4.00223e-07    6.10352e-16    -5.2322e-15    -3.4456e-15    
11.25    9.99986e+10    1e+11    -1.42633e-05    9.30786e-15    -4.72175e-15    -5.61505e-15    
