#meshSize gridSize 1stOrder 2ndOrder fixedNoMountain fixedOverMountains movingNoMountain movingOverMountainsA cliff_movingOverMountainsA
50	200	0.04	0.04	0.0378837	0.0388821	0.0130627	0.0141513	0.0136507
100	100	0.02	0.01	0.0176174	0.0192224	0.00387914	0.00430123	0.00408136
200	50	0.01	0.0025	0.00560133	0.00651869	0.00115749	0.00126746	0.00117954
400	25	0.005	0.000625	0.00162809	0.00191585	0.000370892	0.000400564	0.000350224
								
