#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
1    1e+11    1e+11    2.14035e-12    2.14035e-12    7.67095e-16    7.67095e-16    
2    9.99999e+10    9.99999e+10    -5.7694e-07    -5.7694e-07    6.39246e-16    6.39246e-16    
3    9.99999e+10    9.99999e+10    -7.00845e-07    -7.00845e-07    -5.11397e-16    -5.11397e-16    
4    9.99999e+10    9.99999e+10    -1.11582e-06    -1.11582e-06    0    0    
5    9.99999e+10    9.99999e+10    -1.28459e-06    -1.28459e-06    -6.39246e-16    -6.39246e-16    
6    9.99999e+10    9.99999e+10    -1.4739e-06    -1.4739e-06    6.39246e-16    6.39246e-16    
7    9.99999e+10    9.99999e+10    -1.44561e-06    -1.44561e-06    1.02279e-15    1.02279e-15    
8    9.99999e+10    9.99999e+10    -1.46967e-06    -1.46967e-06    1.27849e-16    1.27849e-16    
9    9.99999e+10    9.99999e+10    -1.44985e-06    -1.44985e-06    -2.17344e-15    -2.17344e-15    
10    9.99999e+10    9.99999e+10    -1.42513e-06    -1.42513e-06    7.67095e-16    7.67095e-16    
11    9.99999e+10    9.99999e+10    -1.33913e-06    -1.33913e-06    -6.39246e-16    -6.39246e-16    
12    9.99999e+10    9.99999e+10    -1.26025e-06    -1.26025e-06    1.15064e-15    1.15064e-15    
13    9.99999e+10    9.99999e+10    -1.12188e-06    -1.12188e-06    6.39246e-16    6.39246e-16    
14    9.99999e+10    9.99999e+10    -8.98861e-07    -8.98861e-07    -1.27849e-16    -1.27849e-16    
15    9.99999e+10    9.99999e+10    -6.86835e-07    -6.86835e-07    1.53419e-15    1.53419e-15    
16    1e+11    1e+11    -4.59313e-07    -4.59313e-07    1.27849e-16    1.27849e-16    
17    1e+11    1e+11    -2.48653e-07    -2.48653e-07    -1.02279e-15    -1.02279e-15    
18    1e+11    1e+11    -9.24968e-08    -9.24968e-08    -1.27849e-16    -1.27849e-16    
19    1e+11    1e+11    4.45607e-08    4.45607e-08    -2.55698e-16    -2.55698e-16    
20    1e+11    1e+11    1.74599e-07    1.74599e-07    -1.02279e-15    -1.02279e-15    
21    1e+11    1e+11    2.98729e-07    2.98729e-07    6.39246e-16    6.39246e-16    
22    1e+11    1e+11    4.56836e-07    4.56836e-07    1.15064e-15    1.15064e-15    
23    1e+11    1e+11    6.98218e-07    6.98218e-07    1.40634e-15    1.40634e-15    
24    1e+11    1e+11    9.67786e-07    9.67786e-07    1.53419e-15    1.53419e-15    
25    1e+11    1e+11    1.23263e-06    1.23263e-06    -1.27849e-16    -1.27849e-16    
26    1e+11    1e+11    1.53052e-06    1.53052e-06    -1.27849e-16    -1.27849e-16    
27    1e+11    1e+11    1.87982e-06    1.87982e-06    1.78989e-15    1.78989e-15    
28    1e+11    1e+11    2.25848e-06    2.25848e-06    -1.27849e-16    -1.27849e-16    
29    1e+11    1e+11    2.6581e-06    2.6581e-06    -3.83548e-16    -3.83548e-16    
30    1e+11    1e+11    3.10806e-06    3.10806e-06    -2.55698e-16    -2.55698e-16    
31    1e+11    1e+11    3.57839e-06    3.57839e-06    0    0    
32    1e+11    1e+11    3.98614e-06    3.98614e-06    3.83548e-16    3.83548e-16    
33    1e+11    1e+11    4.35557e-06    4.35557e-06    6.39246e-16    6.39246e-16    
34    1e+11    1e+11    4.68411e-06    4.68411e-06    1.27849e-15    1.27849e-15    
