#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.25    1e+11    1e+11    2.79236e-13    -2.89917e-15    -1.78661e-15    -4.59413e-15    
0.5    1e+11    1e+11    1.41689e-09    3.50952e-15    -2.93514e-15    -2.42468e-15    
0.75    1e+11    1e+11    1.88196e-09    -4.88281e-15    -2.5523e-16    -2.5523e-16    
1    1e+11    1e+11    2.47906e-09    1.02234e-14    3.19037e-15    -1.27615e-16    
1.25    1e+11    1e+11    3.18958e-09    2.59399e-15    -1.53138e-15    0    
1.5    1e+11    1e+11    4.04843e-09    -9.91821e-15    -1.40376e-15    -7.65689e-16    
1.75    1e+11    1e+11    4.82493e-09    9.91821e-15    -1.14853e-15    -1.65899e-15    
2    1e+11    1e+11    5.38204e-09    -1.32751e-14    -1.14853e-15    1.40376e-15    
2.25    1e+11    1e+11    6.21934e-09    1.52588e-16    5.10459e-16    -2.5523e-16    
2.5    1e+11    1e+11    6.81547e-09    -3.66211e-15    -1.53138e-15    2.5523e-16    
2.75    1e+11    1e+11    6.72115e-09    -9.61304e-15    -2.04184e-15    -3.06275e-15    
3    1e+11    1e+11    6.29993e-09    -4.11987e-15    2.04184e-15    0    
3.25    1e+11    1e+11    5.65615e-09    -5.49316e-15    -2.04184e-15    -1.14853e-15    
3.5    1e+11    1e+11    5.1935e-09    7.62939e-16    1.14853e-15    -2.5523e-16    
3.75    1e+11    1e+11    4.50652e-09    -5.0354e-15    7.65689e-16    2.5523e-16    
4    1e+11    1e+11    3.73132e-09    8.08716e-15    1.27615e-15    1.91422e-15    
4.25    1e+11    1e+11    3.30314e-09    1.98364e-15    -1.02092e-15    -1.53138e-15    
4.5    1e+11    1e+11    2.64242e-09    -5.95093e-15    7.65689e-16    5.10459e-16    
4.75    1e+11    1e+11    1.68114e-09    4.11987e-15    3.31798e-15    2.29707e-15    
5    1e+11    1e+11    2.95999e-10    -1.67847e-15    -1.14853e-15    -2.42468e-15    
5.25    1e+11    1e+11    -8.8904e-10    -7.32422e-15    -2.29707e-15    -2.5523e-15    
5.5    1e+11    1e+11    -1.93303e-09    -1.7395e-14    -1.40376e-15    -6.38074e-16    
5.75    1e+11    1e+11    -2.9387e-09    -1.02234e-14    -1.40376e-15    1.27615e-16    
6    1e+11    1e+11    -4.11857e-09    -3.20435e-15    3.82844e-16    2.5523e-16    
6.25    1e+11    1e+11    -5.35654e-09    -2.59399e-15    6.38074e-16    1.27615e-15    
6.5    1e+11    1e+11    -6.65119e-09    1.34277e-14    2.5523e-16    1.91422e-15    
