0.125 0.000145484  1
0.1875 8.96401e-05  0
0.25 0.00182709  4
0.3125 0.00073154  2
0.375 0.00015269  1
0.4375 5.78665e-05  0
0.5 0.00058323  2
0.5625 0.000237285  1
0.625 0.00119173  3
0.6875 0.000499482  2
0.75 0.00010978  1
0.8125 4.43764e-05  0
0.875 0.000862538  2
0.9375 0.000384834  1
1 0.00098826  2
1.0625 0.000442223  2
1.125 0.000872681  2
1.1875 0.000419743  2
1.25 0.000899521  3
1.3125 0.000411696  1
1.375 0.000143786  1
1.4375 4.79608e-05  0
1.5 0.000845351  2
1.5625 0.000393259  1
1.625 0.000990869  2
1.6875 0.000431467  2
1.75 0.000944585  2
1.8125 0.000420037  2
1.875 0.000958739  2
1.9375 0.000425782  2
2 0.00092259  2
2.0625 0.000416726  2
2.125 0.0009131  2
2.1875 0.000428426  2
2.25 0.000898837  2
2.3125 0.000426689  2
2.375 0.000862029  3
2.4375 0.00040543  1
2.5 0.000141077  1
2.5625 4.66981e-05  0
2.625 0.000854119  3
2.6875 0.000390765  1
2.75 0.000134399  1
2.8125 4.38451e-05  0
2.875 0.000880308  3
2.9375 0.000397902  1
3 0.000137816  1
3.0625 4.54847e-05  0
3.125 0.00093627  2
3.1875 0.000417562  2
3.25 0.000951676  2
3.3125 0.00042733  2
3.375 0.000889426  2
3.4375 0.000406235  2
3.5 0.000886414  2
3.5625 0.000413588  2
3.625 0.000890295  3
3.6875 0.000408532  2
3.75 8.70166e-05  0
3.8125 8.70166e-05  0
3.875 0.000876425  2
3.9375 0.000420482  2
4 0.000876566  3
4.0625 0.000406982  1
4.125 0.000141081  1
4.1875 4.61516e-05  0
4.25 0.000875829  3
4.3125 0.000407292  1
4.375 0.000140491  1
4.4375 4.59737e-05  0
4.5 0.000915032  3
4.5625 0.000409306  2
4.625 8.6916e-05  0
4.6875 8.6916e-05  0
4.75 0.000956062  2
4.8125 0.000427368  2
4.875 0.000895695  2
4.9375 0.000405362  2
5 0.000870124  2
5.0625 0.00041337  2
5.125 0.000855898  2
5.1875 0.000409077  2
5.25 0.000870899  3
5.3125 0.000401572  1
5.375 0.000140649  1
5.4375 4.72342e-05  0
5.5 0.000835886  2
5.5625 0.000395293  1
5.625 0.000981627  2
5.6875 0.000455057  2
5.75 0.000928553  3
5.8125 0.000433096  2
5.875 9.28714e-05  0
5.9375 9.28714e-05  0
6 0.00091263  3
6.0625 0.000409927  2
6.125 8.83042e-05  0
6.1875 8.83042e-05  0
6.25 0.000896789  2
6.3125 0.000401541  1
6.375 0.000924985  2
6.4375 0.000412753  1
6.5 0.000882255  2
6.5625 0.000403369  1
6.625 0.000888925  2
6.6875 0.000405133  1
6.75 0.000905714  2
6.8125 0.000409051  1
6.875 0.000951696  2
6.9375 0.000424973  2
7 0.00097368  3
7.0625 0.000444321  2
7.125 9.56973e-05  0
7.1875 9.56973e-05  0
7.25 0.000887242  3
7.3125 0.000411631  2
7.375 8.76951e-05  0
7.4375 8.76951e-05  0
7.5 0.000893209  3
7.5625 0.000413058  2
7.625 8.72889e-05  0
7.6875 8.72889e-05  0
7.75 0.000859425  2
7.8125 0.000408772  2
7.875 0.000862095  3
7.9375 0.000395736  1
8 0.000138802  1
8.0625 4.69706e-05  0
8.125 0.000833729  2
8.1875 0.000392502  1
8.25 0.000948899  2
8.3125 0.000423  2
8.375 0.000897709  2
8.4375 0.000414094  2
8.5 0.000904932  2
8.5625 0.000418122  2
8.625 0.000907627  3
8.6875 0.000413083  2
8.75 8.65362e-05  0
8.8125 8.65362e-05  0
8.875 0.000891007  3
8.9375 0.000413561  2
9 8.73756e-05  0
9.0625 8.73756e-05  0
9.125 0.000917758  3
9.1875 0.000425065  2
9.25 8.90908e-05  0
9.3125 8.90908e-05  0
9.375 0.000887312  2
9.4375 0.00041761  2
9.5 0.000884968  3
9.5625 0.00040087  1
9.625 0.000141626  1
9.6875 4.86868e-05  0
9.75 0.000856958  3
9.8125 0.00038783  1
9.875 0.000135986  1
9.9375 4.65266e-05  0
10 0.000837976  2
10.0625 0.000391812  1
10.125 0.000941787  2
10.1875 0.00041874  2
10.25 0.000875141  2
10.3125 0.00041156  2
10.375 0.000887309  3
10.4375 0.000407941  1
10.5 0.000141765  1
10.5625 4.69919e-05  0
10.625 0.000897253  3
10.6875 0.000405978  1
10.75 0.000140448  1
10.8125 4.67978e-05  0
10.875 0.000947173  3
10.9375 0.000421861  2
11 8.86249e-05  0
11.0625 8.86249e-05  0
11.125 0.00088804  3
11.1875 0.000412664  2
11.25 8.82144e-05  0
11.3125 8.82144e-05  0
11.375 0.000878466  3
11.4375 0.000408799  2
11.5 8.70651e-05  0
11.5625 8.70651e-05  0
11.625 0.000835267  2
11.6875 0.000393636  1
11.75 0.000905777  2
11.8125 0.000413145  2
11.875 0.000846538  3
11.9375 0.000391111  1
12 0.000137459  1
12.0625 4.68313e-05  0
12.125 0.000899626  3
12.1875 0.000405185  1
12.25 0.000139103  1
12.3125 4.50398e-05  0
12.375 0.000905746  3
12.4375 0.00040911  1
12.5 0.000139859  1
12.5625 4.46947e-05  0
12.625 0.000876638  3
12.6875 0.000401224  1
12.75 0.00013802  1
12.8125 4.46703e-05  0
12.875 0.000928822  3
12.9375 0.000410142  1
13 0.000142143  1
13.0625 4.77908e-05  0
13.125 0.000854989  3
13.1875 0.000383561  1
13.25 0.000133558  1
13.3125 4.51374e-05  0
13.375 0.000863426  3
13.4375 0.000385358  1
13.5 0.000134294  1
13.5625 4.5892e-05  0
13.625 0.000861645  3
13.6875 0.000387181  1
13.75 0.000134493  1
13.8125 4.5398e-05  0
13.875 0.00084829  3
13.9375 0.000388184  1
14 0.000134823  1
14.0625 4.48559e-05  0
14.125 0.000885253  3
14.1875 0.000402068  1
14.25 0.000139057  1
14.3125 4.56859e-05  0
14.375 0.000919357  3
14.4375 0.000424665  2
14.5 8.65866e-05  0
14.5625 8.65866e-05  0
14.625 0.000894998  3
14.6875 0.000417626  2
14.75 8.63009e-05  0
14.8125 8.63009e-05  0
14.875 0.00089229  3
14.9375 0.000397823  1
15 0.000139311  1
15.0625 4.77172e-05  0
15.125 0.000861966  3
15.1875 0.000383699  1
15.25 0.000133012  1
15.3125 4.468e-05  0
15.375 0.000849234  3
15.4375 0.000379745  1
15.5 0.000132022  1
15.5625 4.43337e-05  0
15.625 0.000833706  3
15.6875 0.000378151  1
15.75 0.000131411  1
15.8125 4.35154e-05  0
15.875 0.000855047  3
15.9375 0.000397716  1
16 0.000138464  1
16.0625 4.59299e-05  0
16.125 0.000872619  3
16.1875 0.000403519  1
16.25 0.000140009  1
16.3125 4.61821e-05  0
16.375 0.000910988  3
16.4375 0.000417245  2
16.5 8.52479e-05  0
16.5625 8.52479e-05  0
16.625 0.000891682  3
16.6875 0.000418172  2
16.75 8.68705e-05  0
16.8125 8.68705e-05  0
16.875 0.000870834  3
16.9375 0.000403841  1
17 0.000140572  1
17.0625 4.67001e-05  0
17.125 0.000864211  3
17.1875 0.000389264  1
17.25 0.000133403  1
17.3125 4.31485e-05  0
17.375 0.000885518  3
17.4375 0.000386608  1
17.5 0.000133365  1
17.5625 4.40425e-05  0
17.625 0.000891781  3
17.6875 0.000395849  1
17.75 0.000138961  1
17.8125 4.72237e-05  0
17.875 0.000873254  3
17.9375 0.000396031  1
18 0.000138875  1
18.0625 4.67313e-05  0
18.125 0.000869977  3
18.1875 0.000392831  1
18.25 0.000137884  1
18.3125 4.6743e-05  0
18.375 0.000867633  3
18.4375 0.000383283  1
18.5 0.000133628  1
18.5625 4.49493e-05  0
18.625 0.000889256  3
18.6875 0.000392797  1
18.75 0.000135771  1
18.8125 4.50191e-05  0
18.875 0.00086569  3
18.9375 0.000394554  1
19 0.000136268  1
19.0625 4.49406e-05  0
19.125 0.000888826  3
19.1875 0.000408473  1
19.25 0.000140282  1
19.3125 4.55445e-05  0
19.375 0.00093309  3
19.4375 0.000425645  2
19.5 8.73078e-05  0
19.5625 8.73078e-05  0
19.625 0.000914257  3
19.6875 0.000417642  2
19.75 8.79473e-05  0
19.8125 8.79473e-05  0
19.875 0.000888835  3
19.9375 0.000405362  2
20 8.56718e-05  0
20.0625 8.56718e-05  0
20.125 0.000861098  3
20.1875 0.000400765  1
20.25 0.000141593  1
20.3125 4.78972e-05  0
20.375 0.000824774  3
