#time   totalV   totalAV   Vchange   AVchange   Tchange   ATchange
0    1e+11    1e+11    0    0    0    0    
0.5    1e+11    1e+11    2.66785e-12    2.66785e-12    2.04236e-15    2.04236e-15    
1    1e+11    1e+11    5.41139e-08    5.41139e-08    2.93589e-15    2.93589e-15    
1.5    1e+11    1e+11    6.59724e-08    6.59724e-08    1.53177e-15    1.53177e-15    
2    1e+11    1e+11    8.46857e-08    8.46857e-08    1.91471e-15    1.91471e-15    
2.5    1e+11    1e+11    1.01699e-07    1.01699e-07    1.65942e-15    1.65942e-15    
3    1e+11    1e+11    1.13858e-07    1.13858e-07    3.82942e-16    3.82942e-16    
3.5    1e+11    1e+11    1.30553e-07    1.30553e-07    2.17001e-15    2.17001e-15    
4    1e+11    1e+11    1.41889e-07    1.41889e-07    -1.27647e-16    -1.27647e-16    
4.5    1e+11    1e+11    1.43852e-07    1.43852e-07    5.1059e-16    5.1059e-16    
5    1e+11    1e+11    1.48094e-07    1.48094e-07    -1.40412e-15    -1.40412e-15    
5.5    1e+11    1e+11    1.5144e-07    1.5144e-07    3.57413e-15    3.57413e-15    
6    1e+11    1e+11    1.52007e-07    1.52007e-07    1.02118e-15    1.02118e-15    
6.5    1e+11    1e+11    1.55139e-07    1.55139e-07    1.78706e-15    1.78706e-15    
7    1e+11    1e+11    1.64935e-07    1.64935e-07    -1.27647e-15    -1.27647e-15    
7.5    1e+11    1e+11    1.83739e-07    1.83739e-07    3.82942e-16    3.82942e-16    
8    1e+11    1e+11    1.99156e-07    1.99156e-07    2.93589e-15    2.93589e-15    
8.5    1e+11    1e+11    2.11789e-07    2.11789e-07    3.06354e-15    3.06354e-15    
9    1e+11    1e+11    2.2447e-07    2.2447e-07    2.55295e-16    2.55295e-16    
9.5    1e+11    1e+11    2.36597e-07    2.36597e-07    1.27647e-16    1.27647e-16    
10    1e+11    1e+11    2.52008e-07    2.52008e-07    1.14883e-15    1.14883e-15    
10.5    1e+11    1e+11    2.68621e-07    2.68621e-07    8.93532e-16    8.93532e-16    
11    1e+11    1e+11    2.85285e-07    2.85285e-07    1.27647e-15    1.27647e-15    
11.5    1e+11    1e+11    2.95827e-07    2.95827e-07    2.93589e-15    2.93589e-15    
12    1e+11    1e+11    3.06381e-07    3.06381e-07    -5.1059e-16    -5.1059e-16    
12.5    1e+11    1e+11    3.1134e-07    3.1134e-07    -1.27647e-16    -1.27647e-16    
13    1e+11    1e+11    3.14868e-07    3.14868e-07    8.93532e-16    8.93532e-16    
13.5    1e+11    1e+11    3.18009e-07    3.18009e-07    -8.93532e-16    -8.93532e-16    
14    1e+11    1e+11    3.22331e-07    3.22331e-07    3.44648e-15    3.44648e-15    
14.5    1e+11    1e+11    3.27219e-07    3.27219e-07    5.1059e-16    5.1059e-16    
15    1e+11    1e+11    3.29046e-07    3.29046e-07    4.72296e-15    4.72296e-15    
15.5    1e+11    1e+11    3.22719e-07    3.22719e-07    1.14883e-15    1.14883e-15    
16    1e+11    1e+11    3.07626e-07    3.07626e-07    4.46766e-15    4.46766e-15    
16.5    1e+11    1e+11    2.90874e-07    2.90874e-07    2.4253e-15    2.4253e-15    
