#time Tmin Tmax uniTmin uniTmax Amin Amax
172.5	-0.0091532 0.996598	0.997085 1.0039	1 1
173	-0.00915541 0.99655	0.997062 1.00391	1 1
173.5	-0.00915495 0.996368	0.997043 1.00392	1 1
174	-0.00915458 0.996391	0.997027 1.0039	1 1
174.5	-0.00913378 0.996629	0.997016 1.00387	1 1
175	-0.00908937 0.996735	0.997008 1.00381	1 1
175.5	-0.0090801 0.996684	0.997004 1.00378	1 1
176	-0.0090441 0.996493	0.997004 1.00378	1 1
176.5	-0.00919569 0.996129	0.997006 1.00379	1 1
177	-0.00933164 0.995875	0.997011 1.00378	1 1
177.5	-0.00943825 0.996504	0.996942 1.00377	1 1
178	-0.0095179 0.996994	0.996805 1.00373	1 1
178.5	-0.00957073 0.997327	0.996688 1.00367	1 1
179	-0.00961123 0.997495	0.99657 1.00358	1 1
179.5	-0.00962313 0.997495	0.996482 1.00352	1 1
180	-0.00960682 0.997337	0.996422 1.0035	1 1
180.5	-0.00957456 0.997006	0.996311 1.00349	1 1
181	-0.00954281 0.99651	0.996213 1.00345	1 1
181.5	-0.00948335 0.995844	0.996126 1.0034	1 1
182	-0.00942988 0.995018	0.996061 1.00341	1 1
182.5	-0.00936693 0.994857	0.996024 1.00341	1 1
183	-0.00953086 0.994923	0.995982 1.00342	1 1
183.5	-0.00968194 0.995763	0.995911 1.00348	1 1
184	-0.00980955 0.996406	0.995838 1.00353	1 1
184.5	-0.00991356 0.996878	0.995795 1.00355	1 1
185	-0.0099906 0.997183	0.995781 1.00356	1 1
185.5	-0.0100371 0.997343	0.995795 1.00356	1 1
186	-0.0100533 0.99734	0.99577 1.00362	1 1
186.5	-0.0100423 0.99717	0.995728 1.00367	1 1
187	-0.010007 0.996831	0.995697 1.0037	1 1
187.5	-0.00995477 0.996326	0.995694 1.00371	1 1
188	-0.00987602 0.995651	0.995714 1.00371	1 1
188.5	-0.00978819 0.994742	0.995735 1.00371	1 1
189	-0.00967483 0.994591	0.995722 1.00375	1 1
189.5	-0.00969426 0.994634	0.995708 1.00376	1 1
190	-0.00987308 0.995432	0.995715 1.00375	1 1
190.5	-0.0100336 0.996071	0.99574 1.00372	1 1
191	-0.010182 0.996533	0.995783 1.00368	1 1
191.5	-0.0102965 0.996838	0.995775 1.00367	1 1
192	-0.0103857 0.996956	0.995779 1.00367	1 1
192.5	-0.0104439 0.996872	0.995784 1.00365	1 1
193	-0.0104699 0.996611	0.995812 1.00362	1 1
193.5	-0.0104788 0.996155	0.99586 1.00362	1 1
194	-0.0104527 0.995527	0.995878 1.00362	1 1
194.5	-0.0104002 0.994763	0.995885 1.00361	1 1
195	-0.0103346 0.994639	0.995901 1.00358	1 1
195.5	-0.0102651 0.994738	0.995917 1.00355	1 1
196	-0.0101807 0.994662	0.995954 1.00355	1 1
196.5	-0.0101106 0.995335	0.996011 1.00354	1 1
197	-0.0102317 0.995919	0.996008 1.0035	1 1
197.5	-0.0103879 0.996319	0.996025 1.00345	1 1
198	-0.0105205 0.996539	0.996046 1.00343	1 1
198.5	-0.0106284 0.996541	0.996067 1.0034	1 1
199	-0.0107113 0.996333	0.996108 1.00335	1 1
199.5	-0.0107844 0.995942	0.996149 1.00333	1 1
200	-0.0108379 0.995357	0.99615 1.00333	1 1
200.5	-0.0108619 0.994632	0.996171 1.00335	1 1
201	-0.0108722 0.994146	0.996192 1.00336	1 1
201.5	-0.0108745 0.994159	0.99621 1.00337	1 1
202	-0.0108504 0.994053	0.996245 1.00337	1 1
202.5	-0.0108456 0.994888	0.996301 1.00338	1 1
203	-0.0108107 0.995542	0.996323 1.00339	1 1
203.5	-0.0107858 0.995998	0.996311 1.0034	1 1
204	-0.0107498 0.99626	0.996259 1.0034	1 1
204.5	-0.0106997 0.996312	0.996202 1.00339	1 1
205	-0.0106779 0.996155	0.996171 1.0034	1 1
205.5	-0.0107604 0.995797	0.996169 1.0034	1 1
206	-0.0108724 0.995268	0.99618 1.00339	1 1
206.5	-0.0109825 0.994545	0.996165 1.00337	1 1
207	-0.0110681 0.993606	0.996145 1.00337	1 1
207.5	-0.0111229 0.99304	0.996128 1.00335	1 1
208	-0.0111661 0.993652	0.996137 1.00333	1 1
208.5	-0.0112062 0.9945	0.99617 1.00329	1 1
209	-0.0112152 0.99513	0.996202 1.00327	1 1
209.5	-0.0112356 0.995574	0.996192 1.00324	1 1
210	-0.0112497 0.995849	0.996186 1.0032	1 1
210.5	-0.0112313 0.995944	0.996169 1.00315	1 1
211	-0.011251 0.995847	0.996171 1.00309	1 1
211.5	-0.0112394 0.99556	0.996195 1.00304	1 1
212	-0.0112119 0.995075	0.996238 1.00301	1 1
212.5	-0.0112234 0.994402	0.996246 1.00303	1 1
213	-0.0112032 0.993615	0.99623 1.00305	1 1
213.5	-0.0111569 0.993869	0.996207 1.00307	1 1
214	-0.011175 0.993919	0.996203 1.00309	1 1
214.5	-0.0111918 0.993756	0.996217 1.0031	1 1
215	-0.011247 0.994203	0.996249 1.00312	1 1
215.5	-0.0113053 0.994627	0.996295 1.00313	1 1
216	-0.0113591 0.994879	0.996277 1.00313	1 1
216.5	-0.0113872 0.994966	0.996247 1.00313	1 1
217	-0.0114156 0.994869	0.996234 1.00312	1 1
217.5	-0.0114602 0.994594	0.996237 1.00311	1 1
218	-0.0114783 0.994111	0.99626 1.0031	1 1
218.5	-0.0114926 0.994237	0.9963 1.00308	1 1
219	-0.0115308 0.994707	0.996322 1.00305	1 1
219.5	-0.0115385 0.994977	0.996288 1.00302	1 1
220	-0.0115288 0.995048	0.99627 1.00297	1 1
220.5	-0.0115656 0.994938	0.996269 1.00292	1 1
221	-0.0115725 0.994631	0.996288 1.00287	1 1
221.5	-0.0115492 0.994122	0.996324 1.00282	1 1
222	-0.0115638 0.993428	0.996328 1.00282	1 1
222.5	-0.011582 0.992722	0.996328 1.00285	1 1
223	-0.0115684 0.992575	0.996315 1.00288	1 1
223.5	-0.0115226 0.992736	0.996314 1.0029	1 1
224	-0.0115594 0.993511	0.996328 1.00292	1 1
224.5	-0.0115711 0.994134	0.996345 1.00293	1 1
225	-0.0115495 0.994579	0.996325 1.00294	1 1
225.5	-0.0114973 0.99485	0.996321 1.00294	1 1
226	-0.0115395 0.994936	0.996332 1.00293	1 1
226.5	-0.0115524 0.994824	0.99636 1.00292	1 1
227	-0.0115958 0.994509	0.996385 1.0029	1 1
227.5	-0.0116195 0.993979	0.996349 1.00288	1 1
228	-0.0116134 0.993249	0.996329 1.00284	1 1
228.5	-0.0116595 0.993681	0.996327 1.00281	1 1
229	-0.0116895 0.993994	0.996339 1.00277	1 1
229.5	-0.0116918 0.99413	0.996367 1.00273	1 1
230	-0.0116716 0.994093	0.996399 1.00268	1 1
230.5	-0.0117165 0.993891	0.996366 1.00272	1 1
231	-0.0117367 0.99346	0.996349 1.00274	1 1
231.5	-0.0117295 0.992857	0.99635 1.00276	1 1
232	-0.0116923 0.99252	0.996366 1.00278	1 1
232.5	-0.0117335 0.99232	0.996397 1.00278	1 1
233	-0.011755 0.991938	0.99642 1.00279	1 1
233.5	-0.0117505 0.992793	0.996404 1.00278	1 1
234	-0.0117147 0.993443	0.996393 1.00277	1 1
234.5	-0.0117289 0.99396	0.996395 1.00276	1 1
235	-0.0117595 0.994251	0.996415 1.00274	1 1
235.5	-0.0117656 0.994352	0.996419 1.00271	1 1
236	-0.011743 0.994265	0.996394 1.00268	1 1
236.5	-0.0116899 0.993994	0.996385 1.00265	1 1
237	-0.0117419 0.993527	0.996392 1.00264	1 1
